06-04-2020T10:00;Cała Polska;4201;98;t00
06-04-2020T10:00;dolnośląskie;477;11;t02
06-04-2020T10:00;kujawsko-pomorskie;241;1;t04
06-04-2020T10:00;lubelskie;180;6;t06
06-04-2020T10:00;lubuskie;59;;t08
06-04-2020T10:00;łódzkie;326;3;t10
06-04-2020T10:00;małopolskie;341;7;t12
06-04-2020T10:00;mazowieckie;967;20;t14
06-04-2020T10:00;opolskie;100;1;t16
06-04-2020T10:00;podkarpackie;152;6;t18
06-04-2020T10:00;podlaskie;97;1;t20
06-04-2020T10:00;pomorskie;125;;t22
06-04-2020T10:00;śląskie;555;23;t24
06-04-2020T10:00;świętokrzyskie;103;1;t26
06-04-2020T10:00;warmińsko-mazurskie;83;1;t28
06-04-2020T10:00;wielkopolskie;285;15;t30
06-04-2020T10:00;zachodniopomorskie;110;2;t32
