29-07-2020T10:00;Cała Polska;44 416;1694;t00
29-07-2020T10:00;dolnośląskie;3 218;155;t02
29-07-2020T10:00;kujawsko-pomorskie;764;50;t04
29-07-2020T10:00;lubelskie;945;20;t06
29-07-2020T10:00;lubuskie;380;8;t08
29-07-2020T10:00;łódzkie;3 883;206;t10
29-07-2020T10:00;małopolskie;3 325;54;t12
29-07-2020T10:00;mazowieckie;6 224;374;t14
29-07-2020T10:00;opolskie;1 151;54;t16
29-07-2020T10:00;podkarpackie;1 230;60;t18
29-07-2020T10:00;podlaskie;962;20;t20
29-07-2020T10:00;pomorskie;875;39;t22
29-07-2020T10:00;śląskie;15 780;387;t24
29-07-2020T10:00;świętokrzyskie;961;45;t26
29-07-2020T10:00;warmińsko-mazurskie;348;2;t28
29-07-2020T10:00;wielkopolskie;3 655;197;t30
29-07-2020T10:00;zachodniopomorskie;715;23;t32
