25-09-2020T10:00;Cała Polska;84 396;2392;t00
25-09-2020T10:00;dolnośląskie;4 890;173;t02
25-09-2020T10:00;kujawsko-pomorskie;2097;66;t04
25-09-2020T10:00;lubelskie;2353;38;t06
25-09-2020T10:00;lubuskie;912;18;t08
25-09-2020T10:00;łódzkie;6 325;272;t10
25-09-2020T10:00;małopolskie;10 299;184;t12
25-09-2020T10:00;mazowieckie;11 939;439;t14
25-09-2020T10:00;opolskie;2206;76;t16
25-09-2020T10:00;podkarpackie;3461;122;t18
25-09-2020T10:00;podlaskie;1740;41;t20
25-09-2020T10:00;pomorskie;4137;61;t22
25-09-2020T10:00;śląskie;22 050;537;t24
25-09-2020T10:00;świętokrzyskie;1931;55;t26
25-09-2020T10:00;warmińsko-mazurskie;1387;13;t28
25-09-2020T10:00;wielkopolskie;7 122;267;t30
25-09-2020T10:00;zachodniopomorskie;1547;30;t32
