02-08-2020T10:00;Cała Polska;46 894;1 731;t00
02-08-2020T10:00;dolnośląskie;3 289;155;t02
02-08-2020T10:00;kujawsko-pomorskie;810;50;t04
02-08-2020T10:00;lubelskie;1001;21;t06
02-08-2020T10:00;lubuskie;419;10;t08
02-08-2020T10:00;łódzkie;4 035;207;t10
02-08-2020T10:00;małopolskie;3 768;70;t12
02-08-2020T10:00;mazowieckie;6 554;377;t14
02-08-2020T10:00;opolskie;1 204;57;t16
02-08-2020T10:00;podkarpackie;1 352;60;t18
02-08-2020T10:00;podlaskie;988;21;t20
02-08-2020T10:00;pomorskie;943;39;t22
02-08-2020T10:00;śląskie;16 572;395;t24
02-08-2020T10:00;świętokrzyskie;977;45;t26
02-08-2020T10:00;warmińsko-mazurskie;384;2;t28
02-08-2020T10:00;wielkopolskie;3 852;199;t30
02-08-2020T10:00;zachodniopomorskie;746;23;t32
