2020-08-17;10:00;Polska;595;8;57279;1885
2020-08-17;10:00;dolnośląskie;17;0;3688;160
2020-08-17;10:00;kujawsko-pomorskie;28;0;1016;51
2020-08-17;10:00;lubelskie;6;0;1268;23
2020-08-17;10:00;lubuskie;8;0;589;12
2020-08-17;10:00;mazowieckie;150;0;7983;392
2020-08-17;10:00;małopolskie;84;4;5568;100
2020-08-17;10:00;opolskie;23;0;1441;59
2020-08-17;10:00;podkarpackie;37;0;1878;75
2020-08-17;10:00;podlaskie;5;1;1147;27
2020-08-17;10:00;pomorskie;52;1;1626;41
2020-08-17;10:00;warmińsko-mazurskie;11;0;623;3
2020-08-17;10:00;wielkopolskie;30;1;4773;214
2020-08-17;10:00;zachodniopomorskie;14;0;980;23
2020-08-17;10:00;łódzkie;44;0;4643;223
2020-08-17;10:00;śląskie;76;1;18874;435
2020-08-17;10:00;świętokrzyskie;10;0;1182;47
2020-08-18;10:00;Polska;597;11;57876;1896
2020-08-18;10:00;dolnośląskie;33;0;3721;160
2020-08-18;10:00;kujawsko-pomorskie;17;0;1033;51
2020-08-18;10:00;lubelskie;19;1;1287;24
2020-08-18;10:00;lubuskie;14;0;603;12
2020-08-18;10:00;mazowieckie;62;0;8045;392
2020-08-18;10:00;małopolskie;130;0;5698;100
2020-08-18;10:00;opolskie;15;0;1456;59
2020-08-18;10:00;podkarpackie;39;0;1917;75
2020-08-18;10:00;podlaskie;10;0;1157;27
2020-08-18;10:00;pomorskie;51;0;1677;41
2020-08-18;10:00;warmińsko-mazurskie;8;0;631;3
2020-08-18;10:00;wielkopolskie;42;1;4815;215
2020-08-18;10:00;zachodniopomorskie;16;0;996;23
2020-08-18;10:00;łódzkie;48;0;4691;223
2020-08-18;10:00;śląskie;85;8;18959;443
2020-08-18;10:00;świętokrzyskie;8;1;1190;48
2020-08-19;10:00;Polska;735;17;58611;1913
2020-08-19;10:00;dolnośląskie;31;0;3752;160
2020-08-19;10:00;kujawsko-pomorskie;17;0;1050;51
2020-08-19;10:00;lubelskie;28;0;1315;24
2020-08-19;10:00;lubuskie;8;0;611;12
2020-08-19;10:00;mazowieckie;126;2;8171;394
2020-08-19;10:00;małopolskie;140;2;5838;102
2020-08-19;10:00;opolskie;12;0;1468;59
2020-08-19;10:00;podkarpackie;33;1;1950;76
2020-08-19;10:00;podlaskie;8;0;1165;27
2020-08-19;10:00;pomorskie;60;0;1737;41
2020-08-19;10:00;warmińsko-mazurskie;21;1;652;4
2020-08-19;10:00;wielkopolskie;43;1;4858;216
2020-08-19;10:00;zachodniopomorskie;13;2;1009;25
2020-08-19;10:00;łódzkie;31;2;4722;225
2020-08-19;10:00;śląskie;160;6;19119;449
2020-08-19;10:00;świętokrzyskie;4;0;1194;48
2020-08-20;10:00;Polska;767;12;59378;1925
2020-08-20;10:00;dolnośląskie;21;1;3773;161
2020-08-20;10:00;kujawsko-pomorskie;21;0;1071;51
2020-08-20;10:00;lubelskie;16;0;1331;24
2020-08-20;10:00;lubuskie;8;0;619;12
2020-08-20;10:00;mazowieckie;96;0;8267;394
2020-08-20;10:00;małopolskie;151;0;5989;102
2020-08-20;10:00;opolskie;8;0;1476;59
2020-08-20;10:00;podkarpackie;26;2;1976;78
2020-08-20;10:00;podlaskie;12;1;1177;28
2020-08-20;10:00;pomorskie;68;1;1805;42
2020-08-20;10:00;warmińsko-mazurskie;13;1;665;5
2020-08-20;10:00;wielkopolskie;80;0;4938;216
2020-08-20;10:00;zachodniopomorskie;12;2;1021;27
2020-08-20;10:00;łódzkie;44;1;4766;226
2020-08-20;10:00;śląskie;176;2;19295;451
2020-08-20;10:00;świętokrzyskie;15;0;1209;48
2020-08-21;10:00;Polska;903;13;60281;1938
2020-08-21;10:00;dolnośląskie;30;0;3803;161
2020-08-21;10:00;kujawsko-pomorskie;31;0;1102;51
2020-08-21;10:00;lubelskie;21;0;1352;24
2020-08-21;10:00;lubuskie;1;1;620;13
2020-08-21;10:00;mazowieckie;146;2;8413;396
2020-08-21;10:00;małopolskie;156;3;6145;105
2020-08-21;10:00;opolskie;25;0;1501;59
2020-08-21;10:00;podkarpackie;46;1;2022;79
2020-08-21;10:00;podlaskie;6;0;1183;28
2020-08-21;10:00;pomorskie;89;1;1894;43
2020-08-21;10:00;warmińsko-mazurskie;30;0;695;5
2020-08-21;10:00;wielkopolskie;77;2;5015;218
2020-08-21;10:00;zachodniopomorskie;6;0;1027;27
2020-08-21;10:00;łódzkie;49;0;4815;226
2020-08-21;10:00;śląskie;168;3;19463;454
2020-08-21;10:00;świętokrzyskie;22;0;1231;48
2020-08-22;10:00;Polska;3305;55;61181;1951
2020-08-22;10:00;dolnośląskie;113;1;3834;161
2020-08-22;10:00;kujawsko-pomorskie;87;0;1120;51
2020-08-22;10:00;lubelskie;88;0;1375;24
2020-08-22;10:00;lubuskie;22;1;625;13
2020-08-22;10:00;mazowieckie;518;6;8563;398
2020-08-22;10:00;małopolskie;640;9;6338;109
2020-08-22;10:00;opolskie;74;1;1530;60
2020-08-22;10:00;podkarpackie;137;4;2054;79
2020-08-22;10:00;podlaskie;33;2;1190;29
2020-08-22;10:00;pomorskie;282;2;1959;43
2020-08-22;10:00;warmińsko-mazurskie;82;2;713;5
2020-08-22;10:00;wielkopolskie;281;3;5096;218
2020-08-22;10:00;zachodniopomorskie;42;4;1038;27
2020-08-22;10:00;łódzkie;197;3;4888;226
2020-08-22;10:00;śląskie;657;16;19616;459
2020-08-22;10:00;świętokrzyskie;52;1;1242;49
