16-04-2020T10:30;Cała Polska;7771;292;t00
16-04-2020T10:30;dolnośląskie;783;25;t02
16-04-2020T10:30;kujawsko-pomorskie;367;12;t04
16-04-2020T10:30;lubelskie;279;10;t06
16-04-2020T10:30;lubuskie;81;;t08
16-04-2020T10:30;łódzkie;572;9;t10
16-04-2020T10:30;małopolskie;571;15;t12
16-04-2020T10:30;mazowieckie;1792;83;t14
16-04-2020T10:30;opolskie;228;9;t16
16-04-2020T10:30;podkarpackie;245;15;t18
16-04-2020T10:30;podlaskie;273;3;t20
16-04-2020T10:30;pomorskie;181;2;t22
16-04-2020T10:30;śląskie;1050;60;t24
16-04-2020T10:30;świętokrzyskie;173;3;t26
16-04-2020T10:30;warmińsko-mazurskie;125;1;t28
16-04-2020T10:30;wielkopolskie;828;43;t30
16-04-2020T10:30;zachodniopomorskie;223;2;t32
