10-10-2020T10:00;Cała Polska;121 638;2972;t00
10-10-2020T10:00;dolnośląskie;6 646;196;t02
10-10-2020T10:00;kujawsko-pomorskie;5056;95;t04
10-10-2020T10:00;lubelskie;4157;70;t06
10-10-2020T10:00;lubuskie;1522;21;t08
10-10-2020T10:00;łódzkie;8 844;304;t10
10-10-2020T10:00;małopolskie;15 003;238;t12
10-10-2020T10:00;mazowieckie;16 811;491;t14
10-10-2020T10:00;opolskie;3033;97;t16
10-10-2020T10:00;podkarpackie;5883;173;t18
10-10-2020T10:00;podlaskie;3020;63;t20
10-10-2020T10:00;pomorskie;7482;121;t22
10-10-2020T10:00;śląskie;25 193;600;t24
10-10-2020T10:00;świętokrzyskie;3326;73;t26
10-10-2020T10:00;warmińsko-mazurskie;2461;36;t28
10-10-2020T10:00;wielkopolskie;10 402;355;t30
10-10-2020T10:00;zachodniopomorskie;2799;39;t32
