11-05-2020T17:30;Cała Polska;16326;811;t00
11-05-2020T17:30;dolnośląskie;2 024;72;t02
11-05-2020T17:30;kujawsko-pomorskie;577;32;t04
11-05-2020T17:30;lubelskie;392;14;t06
11-05-2020T17:30;lubuskie;92;0;t08
11-05-2020T17:30;łódzkie;1 188;40;t10
11-05-2020T17:30;małopolskie;1 071;35;t12
11-05-2020T17:30;mazowieckie;2 808;222;t14
11-05-2020T17:30;opolskie;495;35;t16
11-05-2020T17:30;podkarpackie;371;29;t18
11-05-2020T17:30;podlaskie;384;7;t20
11-05-2020T17:30;pomorskie;485;27;t22
11-05-2020T17:30;śląskie;3 779;151;t24
11-05-2020T17:30;świętokrzyskie;325;12;t26
11-05-2020T17:30;warmińsko-mazurskie;162;1;t28
11-05-2020T17:30;wielkopolskie;1 699;118;t30
11-05-2020T17:30;zachodniopomorskie;474;16;t32
