07-04-2020T10:00;Cała Polska;4532;111;t00
07-04-2020T10:00;dolnośląskie;507;13;t02
07-04-2020T10:00;kujawsko-pomorskie;245;1;t04
07-04-2020T10:00;lubelskie;191;7;t06
07-04-2020T10:00;lubuskie;62;;t08
07-04-2020T10:00;łódzkie;340;3;t10
07-04-2020T10:00;małopolskie;363;8;t12
07-04-2020T10:00;mazowieckie;1065;23;t14
07-04-2020T10:00;opolskie;101;2;t16
07-04-2020T10:00;podkarpackie;159;7;t18
07-04-2020T10:00;podlaskie;114;1;t20
07-04-2020T10:00;pomorskie;127;;t22
07-04-2020T10:00;śląskie;594;26;t24
07-04-2020T10:00;świętokrzyskie;110;1;t26
07-04-2020T10:00;warmińsko-mazurskie;87;1;t28
07-04-2020T10:00;wielkopolskie;343;16;t30
07-04-2020T10:00;zachodniopomorskie;124;2;t32
