21-07-2020T10:00;Cała Polska;40 782;1636;t00
21-07-2020T10:00;dolnośląskie;3 076;152;t02
21-07-2020T10:00;kujawsko-pomorskie;724;49;t04
21-07-2020T10:00;lubelskie;884;20;t06
21-07-2020T10:00;lubuskie;328;1;t08
21-07-2020T10:00;łódzkie;3 657;196;t10
21-07-2020T10:00;małopolskie;2 596;49;t12
21-07-2020T10:00;mazowieckie;5 763;369;t14
21-07-2020T10:00;opolskie;1044;54;t16
21-07-2020T10:00;podkarpackie;1105;56;t18
21-07-2020T10:00;podlaskie;917;16;t20
21-07-2020T10:00;pomorskie;761;39;t22
21-07-2020T10:00;śląskie;14 558;375;t24
21-07-2020T10:00;świętokrzyskie;919;45;t26
21-07-2020T10:00;warmińsko-mazurskie;307;2;t28
21-07-2020T10:00;wielkopolskie;3 476;190;t30
21-07-2020T10:00;zachodniopomorskie;667;23;t32
