15-06-2020T10:00;Cała Polska;29 788;1256;t00
15-06-2020T10:00;dolnośląskie;2 767;126;t02
15-06-2020T10:00;kujawsko-pomorskie;626;49;t04
15-06-2020T10:00;lubelskie;544;16;t06
15-06-2020T10:00;lubuskie;133;0;t08
15-06-2020T10:00;łódzkie;2 479;107;t10
15-06-2020T10:00;małopolskie;1 517;40;t12
15-06-2020T10:00;mazowieckie;4 414;300;t14
15-06-2020T10:00;opolskie;803;50;t16
15-06-2020T10:00;podkarpackie;472;40;t18
15-06-2020T10:00;podlaskie;621;9;t20
15-06-2020T10:00;pomorskie;588;38;t22
15-06-2020T10:00;śląskie;11 030;269;t24
15-06-2020T10:00;świętokrzyskie;625;26;t26
15-06-2020T10:00;warmińsko-mazurskie;186;1;t28
15-06-2020T10:00;wielkopolskie;2 400;165;t30
15-06-2020T10:00;zachodniopomorskie;583;20;t32
