date;country;empty;totalC;newC;totalD;newD;totalR;activeC;serious;1MpopC;1MpopD;totalT;tests1M;continent
04071800;USA;;377605;+10601;11784;+913;21222;344599;9104;1141;36;1982615;5990
04071800;Spain;;140511;+3836;13897;+556;43208;83406;7069;3005;297;355000;7593
04071800;Italy;;132547;;16523;;22837;93187;3898;2192;273;721732;11937
04071800;Germany;;105519;+2144;1854;+44;36081;67584;4895;1259;22;918460;10962
04071800;France;;98010;;8911;;17250;71849;7072;1502;137;224254;3436
04071800;Iran;;62589;+2089;3872;+133;27039;31678;3987;745;46;211136;2514
04071800;UK;;55242;+3634;6159;+786;135;48948;1559;814;91;266694;3929
04071800;Turkey;;30217;;649;;1326;28242;1415;358;8;202845;2405
04071800;Switzerland;;22242;+585;811;+46;8056;13375;391;2570;94;167429;19346
04071800;Belgium;;22194;+1380;2035;+403;4157;16002;1260;1915;176;80512;6947
04071800;Netherlands;;19580;+777;2101;+234;250;17229;1424;1143;123;86589;5053
04071800;Canada;;17046;+379;345;+22;3794;12907;426;452;9;330901;8767
04071800;Austria;;12592;+295;243;+23;4046;8303;243;1398;27;115235;12795
04071800;Portugal;;12442;+712;345;+34;184;11913;271;1220;34;121256;11892
04071800;Brazil;;12345;+162;581;+17;127;11637;296;58;3;54824;258
04071800;S. Korea;;10331;+47;192;+6;6694;3445;55;202;4;461233;8996
04071800;Israel;;9006;+102;60;+3;683;8263;153;1040;7;109724;12677
04071800;Sweden;;7693;+487;591;+114;205;6897;640;762;59;54700;5416
04071800;Russia;;7497;+1154;58;+11;494;6945;8;51;0.4;795000;5448
04071800;Australia;;5919;+24;48;+3;2547;3324;93;232;2;310700;12184
04071800;Norway;;5869;+4;88;+12;32;5749;83;1083;16;111299;20530
04071800;Ireland;;5364;;174;;25;5165;165;1086;35;30213;6119
04071800;India;;5172;+394;137;+1;382;4653;;4;0.10;140293;102
04071800;Chile;;5116;+301;43;+6;898;4175;337;268;2;57122;2988
