date;country;empty;totalC;newC;totalD;newD;totalR;activeC;serious;1MpopC;1MpopD;totalT;tests1M;continent
04170300;USA;;677570;;34617;;57508;585445;13369;2047;105;3398140;10266;NorthAmerica
04170300;Spain;;184948;;19315;;74797;90836;7371;3956;413;930230;19896;Europe
04170300;Italy;;168941;;22170;;40164;106607;2936;2794;367;1178403;19490;Europe
04170300;France;;165027;;17920;;32812;114295;6248;2528;275;333807;5114;Europe
04170300;Germany;;137698;;4052;;77000;56646;4288;1643;48;1728357;20629;Europe
04170300;UK;;103093;;13729;;N/A;89020;1559;1519;202;417649;6152;Europe
04170300;Iran;;77995;;4869;;52229;20897;3594;929;58;310340;3695;Asia
04170300;Turkey;;74193;;1643;;7089;65461;1854;880;19;518143;6144;Asia
04170300;Belgium;;34809;;4857;;7562;22390;1182;3003;419;134303;11588;Europe
04170300;Brazil;;30683;;1947;;14026;14710;6634;144;9;62985;296;SouthAmerica
04170300;Canada;;30106;;1195;;9729;19182;557;798;32;487625;12920;NorthAmerica
04170300;Netherlands;;29214;;3315;;250;25649;1279;1705;193;147948;8634;Europe
04170300;Russia;;27938;;232;;2304;25402;8;191;2;1613413;11056;Europe
04170300;Switzerland;;26732;;1281;;15900;9551;386;3089;148;206400;23849;Europe
04170300;Portugal;;18841;;629;;493;17719;229;1848;62;208314;20430;Europe
04170300;Austria;;14476;;410;;8986;5080;238;1607;46;162816;18078;Europe
04170300;India;;13430;;448;;1768;11214;;10;0.3;302956;220;Asia
04170300;Ireland;;13271;;486;;77;12708;156;2688;98;90646;18358;Europe
04170300;Israel;;12758;;142;;2818;9798;181;1474;16;187250;21634;Asia
04170300;Sweden;;12540;;1333;;550;10657;522;1242;132;74600;7387;Europe
04170300;Peru;;12491;;274;;6120;6097;169;379;8;121468;3684;SouthAmerica
04170300;S. Korea;;10613;;229;;7757;2627;55;207;4;538775;10509;Asia
04170300;Japan;;9231;;190;;935;8106;193;73;2;100703;796;Asia
04170300;Chile;;8807;;105;;3299;5403;384;461;5;98424;5149;SouthAmerica
04170300;Ecuador;;8225;;403;;838;6984;168;466;23;27868;1580;SouthAmerica
04170300;Poland;;7918;;314;;774;6830;160;209;8;169071;4467;Europe
04170300;Romania;;7707;;392;;1357;5958;243;401;20;79629;4139;Europe
04170300;Pakistan;;6919;;128;;1645;5146;46;31;0.6;78979;358;Asia
04170300;Norway;;6905;;152;;32;6721;64;1274;28;133707;24664;Europe
04170300;Denmark;;6879;;321;;3023;3535;92;1188;55;82380;14223;Europe
04170300;Australia;;6468;;63;;3747;2658;66;254;2;380003;14902;Australia/Oceania
04170300;Czechia;;6433;;169;;972;5292;75;601;16;146004;13634;Europe
04170300;Saudi Arabia;;6380;;83;;990;5307;71;183;2;150000;4309;Asia
04170300;Mexico;;6297;+450;486;+37;2125;3686;207;49;4;40091;311;NorthAmerica
04170300;UAE;;5825;;35;;1095;4695;1;589;4;767000;77550;Asia
04170300;Philippines;;5660;;362;;435;4863;1;52;3;48171;440;Asia
04170300;Indonesia;;5516;;496;;548;4472;;20;2;36000;132;Asia
04170300;Serbia;;5318;;103;;443;4772;120;609;12;29472;3373;Europe
04170300;Malaysia;;5182;;84;;2766;2332;56;160;3;87183;2694;Asia
04170300;Singapore;;4427;;10;;683;3734;29;757;2;72680;12423;Asia
04170300;Belarus;;4204;;40;;203;3961;65;445;4;81246;8598;Europe
04170300;Ukraine;;4161;;116;;186;3859;45;95;3;42823;979;Europe
04170300;Qatar;;4103;;7;;415;3681;37;1424;2;56381;19570;Asia
04170300;Panama;;4016;+265;109;+6;98;3809;99;931;25;17850;4137;NorthAmerica
04170300;Dominican Republic;;3755;;196;;215;3344;121;346;18;12229;1127;NorthAmerica
04170300;Luxembourg;;3444;;69;;552;2823;35;5502;110;31660;50577;Europe
04170300;Finland;;3369;;75;;1700;1594;76;608;14;49700;8970;Europe
04170300;Colombia;;3233;;144;;550;2539;98;64;3;52085;1024;SouthAmerica
04170300;Egypt;;2673;;196;;596;1881;;26;2;25000;244;Africa
04170300;Thailand;;2672;;46;;1593;1033;61;38;0.7;100498;1440;Asia
04170300;Argentina;;2669;;122;;631;1916;121;59;3;26457;585;SouthAmerica
04170300;South Africa;;2605;;48;;903;1654;7;44;0.8;95060;1603;Africa
04170300;Morocco;;2283;;130;;249;1904;1;62;4;11996;325;Africa
04170300;Algeria;;2268;;348;;783;1137;60;52;8;3359;77;Africa
04170300;Greece;;2207;;105;;269;1833;69;212;10;50771;4871;Europe
04170300;Moldova;;2154;;54;;235;1865;80;534;13;9208;2283;Europe
04170300;Croatia;;1791;;35;;529;1227;31;436;9;20158;4910;Europe
04170300;Iceland;;1739;;8;;1144;587;6;5096;23;38204;111955;Europe
04170300;Bahrain;;1700;;7;;703;990;3;999;4;76630;45035;Asia
04170300;Hungary;;1652;;142;;199;1311;60;171;15;38489;3984;Europe
04170300;Bangladesh;;1572;;60;;49;1463;1;10;0.4;17003;103;Asia
04170300;Kuwait;;1524;;3;;225;1296;32;357;0.7;;;Asia
04170300;Iraq;;1434;;80;;856;498;;36;2;49260;1225;Asia
04170300;Estonia;;1434;;36;;133;1265;10;1081;27;36024;27156;Europe
04170300;Kazakhstan;;1402;;17;;277;1108;22;75;0.9;85735;4566;Asia
04170300;New Zealand;;1401;;9;;770;622;3;291;2;70160;14549;Australia/Oceania
04170300;Uzbekistan;;1349;;4;;129;1216;8;40;0.1;100000;2988;Asia
04170300;Azerbaijan;;1283;;15;;460;808;28;127;1;75397;7436;Asia
04170300;Slovenia;;1268;;61;;174;1033;31;610;29;38137;18344;Europe
04170300;Bosnia and Herzegovina;;1167;;43;;277;847;4;356;13;14743;4494;Europe
04170300;Armenia;;1159;;18;;358;783;30;391;6;9632;3250;Asia
04170300;Lithuania;;1128;;32;;178;918;14;414;12;48537;17829;Europe
04170300;North Macedonia;;1081;;46;;121;914;15;519;22;10422;5002;Europe
04170300;Oman;;1019;;4;;176;839;3;200;0.8;;;Asia
04170300;Hong Kong;;1018;;4;;485;529;9;136;0.5;116273;15509;Asia
04170300;Cameroon;;996;;22;;164;810;;38;0.8;;;Africa
04170300;Slovakia;;977;;8;;167;802;5;179;1;34458;6311;Europe
04170300;Cuba;;862;;27;;171;664;16;76;2;21837;1928;NorthAmerica
04170300;Afghanistan;;840;;30;;54;756;;22;0.8;;;Asia
04170300;Tunisia;;822;;37;;43;742;89;70;3;13930;1179;Africa
04170300;Bulgaria;;800;;38;;122;640;37;115;5;18502;2663;Europe
04170300;Cyprus;;735;;12;;77;646;8;609;10;17923;14845;Asia
04170300;Latvia;;675;;5;;57;613;3;358;3;31302;16595;Europe
04170300;Andorra;;673;;33;;169;471;17;8710;427;1673;21653;Europe
04170300;Lebanon;;663;;21;;86;556;30;97;3;18115;2654;Asia
04170300;Ivory Coast;;654;;6;;146;502;;25;0.2;;;Africa
04170300;Costa Rica;;642;;4;;74;564;11;126;0.8;9396;1844;NorthAmerica
04170300;Ghana;;641;;8;;83;550;2;21;0.3;50719;1632;Africa
04170300;Djibouti;;591;;2;;73;516;;598;2;6430;6508;Africa
04170300;Niger;;584;;14;;90;480;;24;0.6;4427;183;Africa
04170300;Burkina Faso;;546;;32;;257;257;;26;2;;;Africa
04170300;Albania;;518;;26;;277;215;5;180;9;4827;1677;Europe
04170300;Uruguay;;502;;9;;286;207;13;145;3;11239;3235;SouthAmerica
04170300;Kyrgyzstan;;466;;5;;91;370;5;71;0.8;26147;4008;Asia
