date;country;empty;totalC;newC;totalD;newD;totalR;activeC;serious;1MpopC;1MpopD;totalT;tests1M;continent
04190000;USA;;736052;+26317;38844;+1690;67418;629790;13536;2224;117;3708490;11204;NorthAmerica
04190000;Spain;;191726;+887;20043;+41;74797;96886;7371;4101;429;930230;19896;Europe
04190000;Italy;;175925;+3491;23227;+482;44927;107771;2733;2910;384;1305833;21598;Europe
04190000;France;;151793;+3824;19323;+642;35983;96487;5833;2325;296;463662;7103;Europe
04190000;Germany;;143342;+1945;4459;+107;85400;53483;2922;1711;53;1728357;20629;Europe
04190000;UK;;114217;+5525;15464;+888;N/A;98409;1559;1682;228;460437;6783;Europe
04190000;Turkey;;82329;+3783;1890;+121;10453;69986;1894;976;22;598933;7101;Asia
04190000;Iran;;80868;+1374;5031;+73;55987;19850;3513;963;60;330137;3931;Asia
04190000;Belgium;;37183;+1045;5453;+290;8348;23382;1119;3208;471;145997;12597;Europe
04190000;Russia;;36793;+4785;313;+40;3057;33423;8;252;2;1831892;12553;Europe
04190000;Brazil;;36658;+2976;2354;+213;14026;20278;6634;172;11;62985;296;SouthAmerica
04190000;Canada;;33218;+1291;1469;+159;11168;20581;557;880;39;507701;13452;NorthAmerica
04190000;Netherlands;;31589;+1140;3601;+142;250;27738;1279;1844;210;154911;9041;Europe
04190000;Switzerland;;27404;+326;1368;+41;17100;8936;386;3166;158;216400;25004;Europe
04190000;Portugal;;19685;+663;687;+30;610;18388;228;1931;67;235878;23133;Europe
04190000;India;;15722;+1370;521;+35;2463;12738;;11;0.4;335123;243;Asia
04190000;Ireland;;14758;+778;571;+41;77;14110;294;2989;116;90646;18358;Europe
04190000;Austria;;14671;+76;443;+12;10214;4014;208;1629;49;175932;19534;Europe
04190000;Peru;;14420;+931;348;+48;6684;7388;117;437;11;135895;4122;SouthAmerica
04190000;Sweden;;13822;+606;1511;+111;550;11761;1054;1369;150;74600;7387;Europe
04190000;Israel;;13265;+283;164;+13;3456;9645;164;1533;19;187250;21634;Asia
04190000;S. Korea;;10653;+18;232;+2;7937;2484;55;208;5;546463;10659;Asia
04190000;Japan;;10296;+509;222;+32;1069;9005;221;81;2;111325;880;Asia
04190000;Chile;;9730;+478;126;+10;4035;5569;360;509;7;108891;5696;SouthAmerica
04190000;Ecuador;;9022;+572;456;+35;1008;7558;168;511;26;30922;1753;SouthAmerica
04190000;Poland;;8742;+363;347;+15;981;7414;160;231;9;192960;5098;Europe
04190000;Romania;;8418;+351;421;+10;1730;6267;248;438;22;90991;4730;Europe
04190000;Saudi Arabia;;8274;+1132;92;+5;1329;6853;78;238;3;150000;4309;Asia
04190000;Pakistan;;7638;+613;143;+8;1832;5663;46;35;0.6;92548;419;Asia
04190000;Denmark;;7242;+169;346;+10;3847;3049;76;1250;60;91437;15786;Europe
04190000;Norway;;7036;+99;164;+3;32;6840;63;1298;30;139668;25763;Europe
04190000;Mexico;;6875;+578;546;+60;2125;4204;207;53;4;48365;375;NorthAmerica
04190000;Czechia;;6606;+57;181;+8;1227;5198;86;617;17;162533;15177;Europe
04190000;Australia;;6565;+32;69;+4;4163;2333;55;257;3;406510;15942;Australia/Oceania
04190000;UAE;;6302;;37;;1188;5077;1;637;4;767000;77550;Asia
04190000;Indonesia;;6248;+325;535;+15;631;5082;;23;2;39422;144;Asia
