date;country;empty;totalC;newC;totalD;newD;totalR;activeC;serious;1MpopC;1MpopD;totalT;tests1M;continent
04201200;USA;;764265;;40565;;71012;652688;13566;2309;123;3861596;11666;NorthAmerica
04201200;Spain;;200210;+1536;20852;+399;80587;98771;7371;4282;446;930230;19896;Europe
04201200;Italy;;178972;;23660;;47055;108257;2635;2960;391;1356541;22436;Europe
04201200;France;;152894;;19718;;36578;96598;5744;2342;302;463662;7103;Europe
04201200;Germany;;145743;+1;4642;;91500;49601;2889;1740;55;1728357;20629;Europe
04201200;UK;;120067;;16060;;N/A;103663;1559;1769;237;482063;7101;Europe
04201200;Turkey;;86306;;2017;;11976;72313;1922;1023;24;634277;7521;Asia
04201200;Iran;;82211;;5118;;57023;20070;3456;979;61;341662;4068;Asia
04201200;Russia;;47121;+4268;405;+44;3446;43270;8;323;3;2050000;14047;Europe
04201200;Belgium;;39983;+1487;5828;+145;8895;25260;1071;3450;503;153778;13269;Europe
04201200;Brazil;;38654;;2462;;22130;14062;6634;182;12;62985;296;SouthAmerica
04201200;Canada;;35056;;1587;;11843;21626;557;929;42;549349;14555;NorthAmerica
04201200;Netherlands;;32655;;3684;;250;28721;1176;1906;215;154911;9041;Europe
04201200;Switzerland;;27740;;1393;;17800;8547;386;3205;161;221263;25566;Europe
04201200;Portugal;;20206;;714;;610;18882;224;1982;70;235878;23133;Europe
04201200;India;;17615;;559;;2854;14202;;13;0.4;401586;291;Asia
04201200;Peru;;15628;;400;;6811;8417;167;474;12;143745;4360;SouthAmerica
04201200;Ireland;;15251;;610;;77;14564;294;3089;124;90646;18358;Europe
04201200;Austria;;14795;+46;470;+18;10631;3694;194;1643;52;182949;20313;Europe
04201200;Sweden;;14385;;1540;;550;12295;450;1424;152;74600;7387;Europe
04201200;Israel;;13654;+163;173;+1;3872;9609;150;1577;20;240303;27763;Asia
04201200;Japan;;10797;;236;;1159;9402;217;85;2;112816;892;Asia
04201200;S. Korea;;10674;+13;236;+2;8114;2324;55;208;5;563035;10982;Asia
04201200;Chile;;10088;;133;;4338;5617;360;528;7;113649;5945;SouthAmerica
04201200;Ecuador;;9468;;474;;1061;7933;124;537;27;31809;1803;SouthAmerica
04201200;Poland;;9453;+166;362;+2;1133;7958;160;250;10;204246;5397;Europe
