date;country;empty;totalC;newC;totalD;newD;totalR;activeC;serious;1MpopC;1MpopD;totalT;tests1M;continent
04241800;USA;;892761;+6319;50849;+613;90094;751818;15042;2697;154;4832283;14599;NorthAmerica
04241800;Spain;;219764;+6740;22524;+367;92355;104885;7705;4700;482;930230;19896;Europe
04241800;Italy;;189973;;25549;;57576;106848;2267;3142;423;1579909;26131;Europe
04241800;France;;158183;;21856;;42088;94239;5053;2423;335;463662;7103;Europe
04241800;Germany;;153584;+455;5577;+2;106800;41207;2908;1833;67;2072669;24738;Europe
04241800;UK;;143464;+5386;19506;+768;N/A;123614;1559;2113;287;612031;9016;Europe
04241800;Turkey;;101790;;2491;;18491;80808;1816;1207;30;791906;9390;Asia
04241800;Iran;;88194;+1168;5574;+93;66599;16021;3121;1050;66;399927;4761;Asia
04241800;Russia;;68622;+5849;615;+60;5568;62439;2300;470;4;2550000;17474;Europe
04241800;Brazil;;50512;+1020;3365;+52;26573;20574;8318;238;16;291922;1373;SouthAmerica
04241800;Belgium;;44293;+1496;6679;+189;10122;27492;970;3822;576;189067;16313;Europe
04241800;Canada;;42773;+663;2197;+50;15202;25374;557;1133;58;634917;16822;NorthAmerica
04241800;Netherlands;;36535;+806;4289;+112;N/A;31996;963;2132;250;187000;10913;Europe
04241800;Switzerland;;28677;+181;1578;+29;20600;6499;386;3313;182;235252;27182;Europe
04241800;India;;23502;+463;722;+1;5012;17768;;17;0.5;541789;393;Asia
04241800;Portugal;;22797;+444;854;+34;1228;20715;188;2236;84;315758;30967;Europe
04241800;Peru;;20914;;572;;7422;12920;396;634;17;185238;5618;SouthAmerica
04241800;Ireland;;17607;;794;;9233;7580;147;3566;161;111584;22598;Europe
04241800;Sweden;;17567;+812;2152;+131;550;14865;547;1739;213;94500;9357;Europe
04241800;Saudi Arabia;;15102;+1172;127;+6;2049;12926;93;434;4;200000;5745;Asia
04241800;Austria;;15071;+69;530;+8;11872;2669;156;1673;59;212686;23615;Europe
04241800;Israel;;14882;+79;193;+1;5685;9004;139;1719;22;240303;27763;Asia
04241800;Japan;;12368;;328;;1494;10546;259;98;3;135983;1075;Asia
04241800;Singapore;;12075;+897;12;;924;11139;26;2064;2;94796;16203;Asia
04241800;Chile;;11812;;168;;5804;5840;411;618;9;135147;7070;SouthAmerica
04241800;Mexico;;11633;+1089;1069;+99;2627;7937;378;90;8;51297;398;NorthAmerica
04241800;Ecuador;;11183;;560;;1328;9295;141;634;32;34840;1975;SouthAmerica
04241800;Pakistan;;11155;+98;237;+2;2527;8391;111;50;1;131365;595;Asia
04241800;Poland;;10892;+381;494;+40;1944;8454;160;288;13;265201;7007;Europe
04241800;S. Korea;;10708;+6;240;;8501;1967;55;209;5;589520;11499;Asia
