date;country;empty;totalC;newC;totalD;newD;totalR;activeC;serious;1MpopC;1MpopD;totalT;tests1M;continent
04210000;USA;;788694;+24058;42263;+1688;71790;674641;13634;2383;128;3993398;12065;NorthAmerica
04210000;Spain;;200210;+1536;20852;+399;80587;98771;7371;4282;446;930230;19896;Europe
04210000;Italy;;181228;+2256;24114;+454;48877;108237;2573;2997;399;1398024;23122;Europe
04210000;France;;155383;+2489;20265;+547;37409;97709;5683;2380;310;463662;7103;Europe
04210000;Germany;;146653;+911;4706;+64;91500;50447;2889;1750;56;1728357;20629;Europe
04210000;UK;;124743;+4676;16509;+449;N/A;107890;1559;1838;243;501379;7386;Europe
04210000;Turkey;;90980;+4674;2140;+123;13430;75410;1909;1079;25;673980;7991;Asia
04210000;Iran;;83505;+1294;5209;+91;59273;19023;3389;994;62;353012;4203;Asia
04210000;Russia;;47121;+4268;405;+44;3446;43270;700;323;3;2053319;14070;Europe
04210000;Brazil;;40581;+1927;2575;+113;22130;15876;7919;191;12;62985;296;SouthAmerica
04210000;Belgium;;39983;+1487;5828;+145;8895;25260;1071;3450;503;161896;13969;Europe
04210000;Canada;;36670;+1614;1680;+93;12197;22793;557;972;45;549349;14555;NorthAmerica
04210000;Netherlands;;33405;+750;3751;+67;250;29404;1158;1950;219;171415;10004;Europe
04210000;Switzerland;;27944;+204;1429;+36;18600;7915;386;3229;165;224442;25933;Europe
04210000;Portugal;;20863;+657;735;+21;610;19518;215;2046;72;235878;23133;Europe
04210000;India;;18539;+924;592;+33;3273;14674;;13;0.4;401586;291;Asia
04210000;Peru;;16325;+697;445;+45;6968;8912;385;495;13;148011;4489;SouthAmerica
04210000;Ireland;;15652;+401;687;+77;77;14888;294;3170;139;90646;18358;Europe
04210000;Austria;;14795;+46;470;+18;10631;3694;194;1643;52;182949;20313;Europe
04210000;Sweden;;14777;+392;1580;+40;550;12647;521;1463;156;74600;7387;Europe
04210000;Israel;;13713;+222;177;+5;4049;9487;149;1584;20;240303;27763;Asia
04210000;Japan;;10797;;236;;1159;9402;217;85;2;112816;892;Asia
04210000;S. Korea;;10674;+13;236;+2;8114;2324;55;208;5;563035;10982;Asia
04210000;Chile;;10507;+419;139;+6;4676;5692;377;550;7;118827;6216;SouthAmerica
04210000;Saudi Arabia;;10484;+1122;103;+6;1490;8891;88;301;3;180000;5170;Asia
04210000;Ecuador;;10128;+660;507;+33;1150;8471;124;574;29;32453;1839;SouthAmerica
04210000;Poland;;9593;+306;380;+20;1133;8080;160;253;10;214236;5661;Europe
04210000;Romania;;8936;+190;478;+27;2017;6441;261;465;25;98491;5120;Europe
04210000;Pakistan;;8418;+70;176;+8;1970;6272;46;38;0.8;104302;472;Asia
04210000;Mexico;;8261;+764;686;+36;2627;4948;207;64;5;49570;384;NorthAmerica
04210000;Singapore;;8014;+1426;11;;801;7202;23;1370;2;94796;16203;Asia
04210000;Denmark;;7515;+131;364;+9;4312;2839;84;1297;63;96244;16616;Europe
04210000;UAE;;7265;+484;43;+2;1360;5862;1;735;4;767000;77550;Asia
04210000;Norway;;7127;+49;181;+16;32;6914;58;1315;33;143255;26425;Europe
04210000;Czechia;;6838;+92;194;+8;1559;5085;84;639;18;172123;16073;Europe
04210000;Indonesia;;6760;+185;590;+8;747;5423;;25;2;43749;160;Asia
04210000;Serbia;;6630;+312;125;+3;870;5635;108;759;14;41812;4785;Europe
04210000;Australia;;6619;+7;71;;4258;2290;49;260;3;431734;16931;Australia/Oceania
04210000;Philippines;;6459;+200;428;+19;613;5418;1;59;4;59928;547;Asia
04210000;Belarus;;6264;+1485;51;+4;514;5699;92;663;5;102556;10853;Europe
04210000;Qatar;;6015;+567;9;+1;555;5451;37;2088;3;64620;22429;Asia
