date;country;empty;totalC;newC;totalD;newD;totalR;activeC;serious;1MpopC;1MpopD;totalT;tests1M;continent
04241500;USA;;886709;+267;50243;+7;85922;750544;14997;2679;152;4775625;14428;NorthAmerica
04241500;Spain;;219764;+6740;22524;+367;92355;104885;7705;4700;482;930230;19896;Europe
04241500;Italy;;189973;;25549;;57576;106848;2267;3142;423;1579909;26131;Europe
04241500;France;;158183;;21856;;42088;94239;5053;2423;335;463662;7103;Europe
04241500;Germany;;153393;+264;5575;;106800;41018;2908;1831;67;2072669;24738;Europe
04241500;UK;;138078;;18738;;N/A;118996;1559;2034;276;583496;8595;Europe
04241500;Turkey;;101790;;2491;;18491;80808;1816;1207;30;791906;9390;Asia
04241500;Iran;;88194;+1168;5574;+93;66599;16021;3121;1050;66;399927;4761;Asia
04241500;Russia;;68622;+5849;615;+60;5568;62439;2300;470;4;2550000;17474;Europe
04241500;Brazil;;50230;+738;3343;+30;26573;20314;8318;236;16;291922;1373;SouthAmerica
04241500;Belgium;;44293;+1496;6679;+189;10122;27492;970;3822;576;189067;16313;Europe
04241500;Canada;;42110;;2147;;14761;25202;557;1116;57;634917;16822;NorthAmerica
04241500;Netherlands;;36535;+806;4289;+112;N/A;31996;1008;2132;250;187000;10913;Europe
04241500;Switzerland;;28677;+181;1551;+2;20600;6526;386;3313;179;235252;27182;Europe
04241500;India;;23502;+463;722;+1;5012;17768;;17;0.5;541789;393;Asia
04241500;Portugal;;22797;+444;854;+34;1228;20715;188;2236;84;315758;30967;Europe
04241500;Peru;;20914;;572;;7422;12920;396;634;17;185238;5618;SouthAmerica
04241500;Ireland;;17607;;794;;9233;7580;147;3566;161;111584;22598;Europe
04241500;Sweden;;17567;+812;2152;+131;550;14865;533;1739;213;94500;9357;Europe
04241500;Saudi Arabia;;15102;+1172;127;+6;2049;12926;93;434;4;200000;5745;Asia
04241500;Austria;;15071;+69;522;;11872;2677;169;1673;58;205835;22854;Europe
04241500;Israel;;14882;+79;193;+1;5685;9004;139;1719;22;240303;27763;Asia
04241500;Japan;;12368;;328;;1494;10546;259;98;3;135983;1075;Asia
04241500;Singapore;;12075;+897;12;;924;11139;26;2064;2;94796;16203;Asia
04241500;Chile;;11812;;168;;5804;5840;411;618;9;135147;7070;SouthAmerica
04241500;Mexico;;11633;+1089;1069;+99;2627;7937;378;90;8;51297;398;NorthAmerica
04241500;Ecuador;;11183;;560;;1328;9295;141;634;32;34840;1975;SouthAmerica
04241500;Pakistan;;11155;+98;237;+2;2527;8391;111;50;1;131365;595;Asia
04241500;Poland;;10759;+248;463;+9;1944;8352;160;284;12;265201;7007;Europe
04241500;S. Korea;;10708;+6;240;;8501;1967;55;209;5;589520;11499;Asia
04241500;Romania;;10417;+321;552;+7;2817;7048;241;541;29;121602;6321;Europe
04241500;UAE;;8756;;56;;1637;7063;1;885;6;790000;79875;Asia
04241500;Qatar;;8525;+761;10;;809;7706;72;2959;3;75888;26340;Asia
04241500;Indonesia;;8211;+436;689;+42;1002;6520;;30;3;64054;234;Asia
04241500;Denmark;;8210;+137;403;+9;5526;2281;69;1417;70;125329;21638;Europe
04241500;Belarus;;8022;;60;;938;7024;92;849;6;122543;12968;Europe
04241500;Ukraine;;7647;+477;193;+6;601;6853;45;175;4;77752;1778;Europe
04241500;Norway;;7401;;195;+1;32;7174;53;1365;36;155125;28614;Europe
04241500;Serbia;;7276;;139;;1063;6074;96;833;16;51324;5874;Europe
04241500;Philippines;;7192;+211;477;+15;762;5953;1;66;4;76956;702;Asia
04241500;Czechia;;7188;+1;213;+3;2186;4789;76;671;20;203622;19014;Europe
04241500;Australia;;6675;+8;79;+4;5136;1460;43;262;3;482371;18917;Australia/Oceania
04241500;Malaysia;;5691;+88;96;+1;3663;1932;41;176;3;121722;3761;Asia
04241500;Dominican Republic;;5543;;265;;674;4604;135;511;24;18261;1683;NorthAmerica
04241500;Panama;;5166;+174;146;+2;271;4749;86;1197;34;23534;5454;NorthAmerica
04241500;Bangladesh;;4689;+503;131;+4;112;4446;1;28;0.8;39476;240;Asia
04241500;Colombia;;4561;;215;;927;3419;98;90;4;71500;1405;SouthAmerica
04241500;Finland;;4395;+111;177;+5;2000;2218;61;793;32;74500;13446;Europe
04241500;South Africa;;3953;;75;;1473;2405;36;67;1;143570;2421;Africa
04241500;Egypt;;3891;;287;;1004;2600;;38;3;90000;879;Africa
