date;country;empty;totalC;newC;totalD;newD;totalR;activeC;serious;1MpopC;1MpopD;totalT;tests1M;continent
04140300;USA;;586941;;23640;;36948;526353;12772;1773;71;2943955;8894;NorthAmerica
04140300;Spain;;170099;;17756;;64727;87616;7371;3638;380;600000;12833;Europe
04140300;Italy;;159516;;20465;;35435;103616;3260;2638;338;1046910;17315;Europe
04140300;France;;136779;;14967;;27718;94094;6821;2095;229;333807;5114;Europe
04140300;Germany;;130072;;3194;;64300;62578;4895;1552;38;1317887;15730;Europe
04140300;UK;;88621;;11329;;N/A;76948;1559;1305;167;367667;5416;Europe
04140300;Iran;;73303;;4585;;45983;22735;3877;873;55;275427;3279;Asia
04140300;Turkey;;61049;;1296;;3957;55796;1786;724;15;410556;4868;Asia
04140300;Belgium;;30589;;3903;;6707;19979;1234;2639;337;102151;8814;Europe
04140300;Netherlands;;26551;;2823;;250;23478;1358;1550;165;115992;6769;Europe
04140300;Switzerland;;25688;;1138;;13700;10850;386;2968;131;193800;22393;Europe
04140300;Canada;;25680;;780;;7756;17144;557;680;21;437475;11591;NorthAmerica
04140300;Brazil;;23430;;1328;;173;21929;296;110;6;62985;296;SouthAmerica
04140300;Russia;;18328;;148;;1470;16710;8;126;1;1300000;8908;Europe
04140300;Portugal;;16934;;535;;277;16122;188;1661;52;182707;17918;Europe
04140300;Austria;;14041;;368;;7343;6330;239;1559;41;148412;16479;Europe
04140300;Israel;;11586;;116;;1855;9615;181;1339;13;117339;13557;Asia
04140300;Sweden;;10948;;919;;381;9648;859;1084;91;54700;5416;Europe
04140300;Ireland;;10647;;365;;25;10257;194;2156;74;72000;14581;Europe
04140300;S. Korea;;10537;;217;;7447;2873;55;206;4;514621;10038;Asia
04140300;India;;10453;;358;;1181;8914;;8;0.3;189111;137;Asia
04140300;Peru;;9784;;216;;2642;6926;143;297;7;87116;2642;SouthAmerica
04140300;Japan;;7618;;143;;799;6676;135;60;1;77381;612;Asia
04140300;Ecuador;;7529;;355;;597;6577;121;427;20;24553;1392;SouthAmerica
04140300;Chile;;7525;;82;;2367;5076;387;394;4;85035;4448;SouthAmerica
04140300;Poland;;6934;;245;;487;6202;160;183;6;143630;3795;Europe
04140300;Romania;;6633;;331;;914;5388;231;345;17;67204;3493;Europe
04140300;Norway;;6603;;134;;32;6437;59;1218;25;127305;23483;Europe
04140300;Australia;;6359;;61;;3494;2804;79;249;2;362136;14201;Australia/Oceania
04140300;Denmark;;6318;;285;;2235;3798;100;1091;49;72099;12448;Europe
04140300;Czechia;;6059;;143;;519;5397;100;566;13;128359;11986;Europe
04140300;Pakistan;;5496;;93;;1095;4308;44;25;0.4;65114;295;Asia
