date;country;empty;totalC;newC;totalD;newD;totalR;activeC;serious;1MpopC;1MpopD;totalT;tests1M;continent
04221500;USA;;819199;+455;45352;+34;82973;690874;14016;2475;137;4190033;12659;NorthAmerica
04221500;Spain;;208389;+4211;21717;+435;85915;100757;7705;4457;464;930230;19896;Europe
04221500;Italy;;183957;;24648;;51600;107709;2471;3043;408;1450150;23985;Europe
04221500;France;;158050;;20796;;39181;98073;5433;2421;319;463662;7103;Europe
04221500;Germany;;148766;+313;5102;+16;99400;44264;2908;1776;61;1728357;20629;Europe
04221500;UK;;129044;;17337;;N/A;111363;1559;1901;255;535342;7886;Europe
04221500;Turkey;;95591;;2259;;14918;78414;1865;1133;27;713409;8459;Asia
04221500;Iran;;85996;+1194;5391;+94;63113;17492;3311;1024;64;377396;4493;Asia
04221500;Russia;;57999;+5236;513;+57;4420;53066;700;397;4;2250000;15418;Europe
04221500;Brazil;;43592;+513;2769;+28;24325;16498;8318;205;13;291922;1373;SouthAmerica
04221500;Belgium;;41889;+933;6262;+264;9433;26194;1020;3614;540;171400;14789;Europe
04221500;Canada;;38422;;1834;;13188;23400;557;1018;49;569878;15099;NorthAmerica
04221500;Netherlands;;34842;+708;4054;+138;N/A;30538;1087;2033;237;171415;10004;Europe
04221500;Switzerland;;28268;+205;1478;;19400;7390;386;3266;171;227554;26293;Europe
04221500;Portugal;;21982;+603;785;+23;1143;20054;207;2156;77;281907;27647;Europe
04221500;India;;20471;+391;652;+7;3976;15843;;15;0.5;462621;335;Asia
04221500;Peru;;17837;;484;;6982;10371;380;541;15;155724;4723;SouthAmerica
04221500;Ireland;;16040;;730;;9233;6077;315;3248;148;111584;22598;Europe
04221500;Sweden;;16004;+682;1937;+172;550;13517;515;1585;192;94500;9357;Europe
04221500;Austria;;14925;+52;510;+19;11328;3087;176;1657;57;201794;22406;Europe
04221500;Israel;;14326;+384;187;+3;4961;9178;148;1655;22;240303;27763;Asia
04221500;Saudi Arabia;;12772;+1141;114;+5;1812;10846;81;367;3;200000;5745;Asia
04221500;Japan;;11512;;281;;1356;9875;232;91;2;124550;985;Asia
04221500;Chile;;10832;;147;;4969;5716;392;567;8;122357;6401;SouthAmerica
04221500;S. Korea;;10694;+11;238;+1;8277;2179;55;209;5;577959;11273;Asia
04221500;Ecuador;;10398;;520;;1207;8671;137;589;29;33389;1892;SouthAmerica
04221500;Singapore;;10141;+1016;11;;839;9291;27;1733;2;94796;16203;Asia
04221500;Poland;;10034;+178;404;+3;1513;8117;160;265;11;238799;6310;Europe
04221500;Pakistan;;9749;+184;209;+8;2156;7384;58;44;0.9;118020;534;Asia
04221500;Romania;;9710;+468;508;+10;2406;6796;288;505;26;106357;5529;Europe
