date;country;empty;totalC;newC;totalD;newD;totalR;activeC;serious;1MpopC;1MpopD;totalT;tests1M;continent
04232100;USA;;867087;+18370;48925;+1266;84812;733350;14344;2620;148;4426336;13373;NorthAmerica
04232100;Spain;;213024;+4635;22157;+440;89250;101617;7705;4556;474;930230;19896;Europe
04232100;Italy;;189973;+2646;25549;+464;57576;106848;2267;3142;423;1579909;26131;Europe
04232100;France;;161530;+1653;21856;+516;42088;97586;5053;2475;335;463662;7103;Europe
04232100;Germany;;151332;+684;5369;+54;103300;42663;2908;1806;64;2072669;24738;Europe
04232100;UK;;138078;+4583;18738;+638;N/A;118996;1559;2034;276;583496;8595;Europe
04232100;Turkey;;101790;+3116;2491;+115;18491;80808;1816;1207;30;791906;9390;Asia
04232100;Iran;;87026;+1030;5481;+90;64843;16702;3105;1036;65;389507;4637;Asia
04232100;Russia;;62773;+4774;555;+42;4891;57327;2300;430;4;2401616;16457;Europe
04232100;Brazil;;46701;+944;2940;+34;25318;18443;8318;220;14;291922;1373;SouthAmerica
04232100;Belgium;;42797;+908;6490;+228;9800;26507;993;3693;560;179666;15502;Europe
04232100;Canada;;41791;+1601;2141;+167;13986;25664;557;1107;57;620101;16430;NorthAmerica
04232100;Netherlands;;35729;+887;4177;+123;N/A;31302;1008;2085;244;187000;10913;Europe
04232100;Switzerland;;28496;+228;1549;+40;19900;7047;386;3293;179;227554;26293;Europe
04232100;Portugal;;22353;+371;820;+35;1201;20332;204;2192;80;300525;29473;Europe
04232100;India;;21797;+427;686;+5;4376;16735;;16;0.5;500542;363;Asia
04232100;Peru;;20914;+1664;572;+42;7422;12920;396;634;17;185238;5618;SouthAmerica
04232100;Ireland;;17607;+936;794;+25;9233;7580;147;3566;161;111584;22598;Europe
04232100;Sweden;;16755;+751;2021;+84;550;14184;533;1659;200;94500;9357;Europe
04232100;Austria;;15002;+77;522;+12;11694;2786;169;1666;58;205835;22854;Europe
04232100;Israel;;14592;+94;191;+2;5334;9067;136;1686;22;240303;27763;Asia
04232100;Saudi Arabia;;13930;+1158;121;+7;1925;11884;93;400;3;200000;5745;Asia
04232100;Japan;;11950;;299;;1424;10227;241;94;2;130587;1033;Asia
04232100;Chile;;11812;+516;168;+8;5804;5840;411;618;9;135147;7070;SouthAmerica
04232100;Ecuador;;11183;+333;560;+23;1328;9295;141;634;32;34840;1975;SouthAmerica
04232100;Singapore;;11178;+1037;12;;924;10242;26;1911;2;94796;16203;Asia
04232100;Pakistan;;11057;+981;235;+23;2337;8485;60;50;1;124549;564;Asia
04232100;S. Korea;;10702;+8;240;+2;8411;2051;55;209;5;583971;11390;Asia
04232100;Mexico;;10544;+1043;970;+113;2627;6947;378;82;8;49570;384;NorthAmerica
04232100;Poland;;10511;+342;454;+28;1740;8317;160;278;12;250719;6625;Europe
04232100;Romania;;10096;+386;545;+21;2478;7073;236;525;28;113336;5891;Europe
04232100;UAE;;8756;+518;56;+4;1637;7063;1;885;6;790000;79875;Asia
04232100;Denmark;;8073;+161;394;+10;5384;2295;74;1394;68;116621;20134;Europe
04232100;Belarus;;8022;+741;60;+2;938;7024;92;849;6;122543;12968;Europe
04232100;Indonesia;;7775;+357;647;+12;960;6168;;28;2;59935;219;Asia
04232100;Qatar;;7764;+623;10;;750;7004;72;2695;3;73457;25497;Asia
04232100;Norway;;7361;+23;193;+6;32;7136;50;1358;36;152095;28055;Europe
04232100;Serbia;;7276;+162;139;+5;1063;6074;96;833;16;51324;5874;Europe
04232100;Ukraine;;7170;+578;187;+13;504;6479;45;164;4;72296;1653;Europe
04232100;Czechia;;7138;+6;210;+2;2152;4776;76;667;20;195725;18277;Europe
04232100;Philippines;;6981;+271;462;+16;722;5797;1;64;4;72346;660;Asia
04232100;Australia;;6661;+12;75;+1;5045;1541;45;261;3;466659;18300;Australia/Oceania
