date;country;empty;totalC;newC;totalD;newD;totalR;activeC;serious;1MpopC;1MpopD;totalT;tests1M;continent
04221200;USA;;819175;+431;45343;+25;82973;690859;14016;2475;137;4190002;12659;NorthAmerica
04221200;Spain;;208389;+4211;21717;+435;85915;100757;7705;4457;464;930230;19896;Europe
04221200;Italy;;183957;;24648;;51600;107709;2471;3043;408;1450150;23985;Europe
04221200;France;;158050;;20796;;39181;98073;5433;2421;319;463662;7103;Europe
04221200;Germany;;148453;;5086;;99400;43967;2908;1772;61;1728357;20629;Europe
04221200;UK;;129044;;17337;;N/A;111363;1559;1901;255;535342;7886;Europe
04221200;Turkey;;95591;;2259;;14918;78414;1865;1133;27;713409;8459;Asia
04221200;Iran;;84802;;5297;;60965;18540;3357;1010;63;365723;4354;Asia
04221200;Russia;;57999;+5236;513;+57;4420;53066;700;397;4;2250000;15418;Europe
04221200;Brazil;;43368;+289;2761;+20;24325;16282;8318;204;13;291922;1373;SouthAmerica
04221200;Belgium;;41889;+933;6262;+264;9433;26194;1020;3614;540;171400;14789;Europe
04221200;Canada;;38422;;1834;;13188;23400;557;1018;49;569878;15099;NorthAmerica
04221200;Netherlands;;34134;;3916;;N/A;29968;1087;1992;229;171415;10004;Europe
04221200;Switzerland;;28063;;1478;;19400;7185;386;3243;171;227554;26293;Europe
04221200;Portugal;;21379;;762;;917;19700;213;2097;75;281907;27647;Europe
04221200;India;;20178;+98;645;;3976;15557;;15;0.5;462621;335;Asia
04221200;Peru;;17837;;484;;6982;10371;380;541;15;155724;4723;SouthAmerica
04221200;Ireland;;16040;;730;;9233;6077;315;3248;148;111584;22598;Europe
04221200;Sweden;;15322;;1765;;550;13007;515;1517;175;94500;9357;Europe
04221200;Austria;;14925;+52;510;+19;11328;3087;176;1657;57;201794;22406;Europe
04221200;Israel;;14326;+384;187;+3;4961;9178;148;1655;22;240303;27763;Asia
04221200;Saudi Arabia;;11631;;109;;1640;9882;81;334;3;200000;5745;Asia
04221200;Japan;;11512;;281;;1356;9875;232;91;2;124550;985;Asia
04221200;Chile;;10832;;147;;4969;5716;392;567;8;122357;6401;SouthAmerica
04221200;S. Korea;;10694;+11;238;+1;8277;2179;55;209;5;577959;11273;Asia
04221200;Ecuador;;10398;;520;;1207;8671;137;589;29;33389;1892;SouthAmerica
04221200;Singapore;;10141;+1016;11;;839;9291;27;1733;2;94796;16203;Asia
04221200;Poland;;10034;+178;404;+3;1513;8117;160;265;11;224355;5928;Europe
04221200;Pakistan;;9749;+184;209;+8;2156;7384;58;44;0.9;118020;534;Asia
04221200;Mexico;;9501;+729;857;+145;2627;6017;378;74;7;49570;384;NorthAmerica
04221200;Romania;;9242;;507;+9;2153;6582;245;480;26;101552;5279;Europe
04221200;Denmark;;7912;+217;370;;4700;2842;81;1366;64;108465;18726;Europe
04221200;UAE;;7755;;46;;1443;6266;1;784;5;790000;79875;Asia
04221200;Indonesia;;7418;+283;635;+19;913;5870;;27;2;50370;184;Asia
04221200;Belarus;;7281;+558;58;+3;769;6454;92;771;6;114955;12165;Europe
04221200;Norway;;7241;;182;;32;7027;58;1336;34;145279;26798;Europe
04221200;Czechia;;7041;+8;204;+3;1800;5037;80;657;19;186918;17454;Europe
04221200;Serbia;;6890;;130;;977;5783;101;789;15;45355;5191;Europe
04221200;Philippines;;6710;+111;446;+9;693;5571;1;61;4;68532;625;Asia
04221200;Australia;;6647;+2;74;+3;4920;1653;47;261;3;449226;17617;Australia/Oceania
04221200;Ukraine;;6592;+467;174;+13;424;5994;45;151;4;67520;1544;Europe
04221200;Qatar;;6533;;9;;614;5910;37;2268;3;66725;23160;Asia
04221200;Malaysia;;5532;+50;93;+1;3452;1987;43;171;3;110109;3402;Asia
04221200;Dominican Republic;;5044;;245;;463;4336;126;465;23;16973;1565;NorthAmerica
04221200;Panama;;4821;+163;141;+5;231;4449;94;1117;33;21902;5076;NorthAmerica
04221200;Colombia;;4149;;196;;804;3149;98;82;4;68428;1345;SouthAmerica
04221200;Finland;;4129;+115;141;;2000;1988;63;745;25;68552;12372;Europe
04221200;Bangladesh;;3772;+390;120;+10;92;3560;1;23;0.7;32674;198;Asia
04221200;Luxembourg;;3618;;78;;670;2870;32;5780;125;34962;55852;Europe
04221200;Egypt;;3490;;264;;870;2356;;34;3;55000;537;Africa
04221200;South Africa;;3465;;58;;1055;2352;36;58;1.0;126937;2140;Africa
04221200;Morocco;;3209;;145;;393;2671;1;87;4;18100;490;Africa
04221200;Argentina;;3144;;151;;840;2153;123;70;3;36611;810;SouthAmerica
04221200;Thailand;;2826;+15;49;+1;2352;425;61;40;0.7;142589;2043;Asia
04221200;Algeria;;2811;;392;;1152;1267;40;64;9;6500;148;Africa
04221200;Moldova;;2614;;73;+1;560;1981;212;648;18;11763;2916;Europe
04221200;Greece;;2401;;121;;577;1703;59;230;12;55666;5341;Europe
04221200;Kuwait;;2248;+168;13;+2;443;1792;50;526;3;;;Asia
04221200;Hungary;;2168;+70;225;+12;295;1648;82;224;23;52702;5455;Europe
04221200;Kazakhstan;;2047;+52;19;;505;1523;32;109;1;139207;7414;Asia
04221200;Bahrain;;1973;;7;;784;1182;2;1160;4;94380;55466;Asia
04221200;Croatia;;1908;;48;;801;1059;18;465;12;26610;6482;Europe
04221200;Iceland;;1778;;10;;1417;351;5;5210;29;43831;128445;Europe
04221200;Uzbekistan;;1692;+14;6;;372;1314;8;51;0.2;150000;4482;Asia
04221200;Oman;;1614;+106;8;;238;1368;3;316;2;;;Asia
04221200;Iraq;;1602;;83;;1096;423;;40;2;60837;1513;Asia
04221200;Estonia;;1559;+7;44;+1;184;1331;7;1175;33;43637;32895;Europe
04221200;Azerbaijan;;1480;;20;;865;595;16;146;2;102764;10135;Asia
04221200;Armenia;;1473;+72;24;;633;816;30;497;8;14966;5051;Asia
04221200;New Zealand;;1451;+6;14;+1;1036;401;2;301;3;94797;19658;Australia/Oceania
04221200;Lithuania;;1370;+20;38;;357;975;17;503;14;76973;28275;Europe
04221200;Slovenia;;1353;+9;79;+2;205;1069;24;651;38;44435;21374;Europe
04221200;Bosnia and Herzegovina;;1342;;51;;437;854;4;409;16;19195;5851;Europe
04221200;Slovakia;;1244;+45;14;;284;946;7;228;3;52649;9643;Europe
04221200;North Macedonia;;1231;;55;;224;952;9;591;26;12340;5923;Europe
04221200;Cameroon;;1163;;43;;331;789;33;44;2;;;Africa
04221200;Afghanistan;;1143;+51;40;+4;166;937;7;29;1;6422;165;Asia
04221200;Cuba;;1137;;38;;309;790;18;100;3;30416;2685;NorthAmerica
04221200;Ghana;;1042;;9;;99;934;4;34;0.3;68591;2207;Africa
04221200;Hong Kong;;1034;+4;4;;678;352;8;138;0.5;131786;17579;Asia
04221200;Bulgaria;;1015;+40;47;+2;174;794;34;146;7;27000;3886;Europe
04221200;Djibouti;;945;;2;;112;831;;956;2;8955;9064;Africa
04221200;Ivory Coast;;916;;13;;303;600;;35;0.5;;;Africa
04221200;Tunisia;;901;;38;;170;693;25;76;3;18165;1537;Africa
04221200;Cyprus;;784;;12;;98;674;15;649;10;37081;30712;Asia
04221200;Nigeria;;782;;25;;197;560;2;4;0.1;8003;39;Africa
04221200;Latvia;;761;+13;11;+2;133;617;5;403;6;39336;20855;Europe
04221200;Andorra;;717;;37;;282;398;17;9280;479;1673;21653;Europe
04221200;Guinea;;688;;6;;127;555;;52;0.5;;;Africa
04221200;Lebanon;;682;+5;22;+1;108;552;26;100;3;22853;3348;Asia
04221200;Costa Rica;;669;;6;;150;513;6;131;1;11387;2235;NorthAmerica
04221200;Niger;;657;;20;;127;510;;27;0.8;4832;200;Africa
04221200;Albania;;634;+25;27;+1;356;251;4;220;9;6269;2178;Europe
04221200;Kyrgyzstan;;612;+22;7;;254;351;5;94;1;26147;4008;Asia
04221200;Bolivia;;609;+11;37;+3;44;528;3;52;3;4420;379;SouthAmerica
04221200;Burkina Faso;;600;;38;;362;200;;29;2;;;Africa
04221200;Uruguay;;543;;12;;324;207;10;156;3;13923;4008;SouthAmerica
04221200;Honduras;;510;+16;46;;30;434;10;51;5;2535;256;NorthAmerica
04221200;Channel Islands;;496;;24;;256;216;;2853;138;3320;19095;Europe
04221200;San Marino;;476;;40;;62;374;4;14028;1179;1820;53638;Europe
04221200;Palestine;;474;+8;4;;71;399;;93;0.8;17329;3397;Asia
04221200;Malta;;443;;3;;150;290;2;1003;7;25645;58080;Europe
04221200;Jordan;;428;;7;;297;124;5;42;0.7;35000;3430;Asia
04221200;Taiwan;;426;+1;6;;236;184;;18;0.3;56853;2387;Asia
04221200;Senegal;;412;;5;;242;165;1;25;0.3;466;28;Africa
04221200;Georgia;;411;+3;5;+1;98;308;6;103;1;7611;1908;Asia
04221200;Reacuteunion;;410;;;;238;172;2;458;;;;Africa
04221200;DRC;;359;+9;25;;45;289;;4;0.3;;;Africa
04221200;Mauritius;;328;;9;;243;76;3;258;7;9755;7670;Africa
04221200;Sri Lanka;;321;+11;7;;104;210;2;15;0.3;7393;345;Asia
