date;country;empty;totalC;newC;totalD;newD;totalR;activeC;serious;1MpopC;1MpopD;totalT;tests1M;continent
04220000;USA;;815892;+23133;45126;+2612;82620;688146;14016;2465;136;4174472;12612;NorthAmerica
04220000;Spain;;204178;+3968;21282;+430;82514;100382;7705;4367;455;930230;19896;Europe
04220000;Italy;;183957;+2729;24648;+534;51600;107709;2471;3043;408;1450150;23985;Europe
04220000;France;;158050;+2667;20796;+531;39181;98073;5433;2421;319;463662;7103;Europe
04220000;Germany;;148291;+1226;5033;+171;95200;48058;2889;1770;60;1728357;20629;Europe
04220000;UK;;129044;+4301;17337;+828;N/A;111363;1559;1901;255;535342;7886;Europe
04220000;Turkey;;95591;+4611;2259;+119;14918;78414;1865;1133;27;713409;8459;Asia
04220000;Iran;;84802;+1297;5297;+88;60965;18540;3357;1010;63;365723;4354;Asia
04220000;Russia;;52763;+5642;456;+51;3873;48434;700;362;3;2142604;14682;Europe
04220000;Brazil;;43079;+2336;2741;+154;22991;17347;8318;203;13;291922;1373;SouthAmerica
04220000;Belgium;;40956;+973;5998;+170;9002;25956;1079;3534;518;167110;14419;Europe
04220000;Canada;;38210;+1381;1831;+141;13143;23236;557;1012;49;565931;14995;NorthAmerica
04220000;Netherlands;;34134;+729;3916;+165;N/A;29968;1087;1992;229;171415;10004;Europe
04220000;Switzerland;;28063;+119;1478;+49;19400;7185;386;3243;171;227554;26293;Europe
04220000;Portugal;;21379;+516;762;+27;917;19700;213;2097;75;271962;26672;Europe
04220000;India;;20080;+1541;645;+53;3975;15460;;15;0.5;447812;325;Asia
04220000;Peru;;17837;+1512;484;+39;6982;10371;380;541;15;155724;4723;SouthAmerica
04220000;Ireland;;16040;+388;730;+43;9233;6077;315;3248;148;111584;22598;Europe
04220000;Sweden;;15322;+545;1765;+185;550;13007;515;1517;175;94500;9357;Europe
04220000;Austria;;14873;+78;491;+21;10971;3411;196;1651;55;189018;20987;Europe
04220000;Israel;;13942;+229;184;+7;4507;9251;139;1611;21;240303;27763;Asia
04220000;Saudi Arabia;;11631;+1147;109;+6;1640;9882;81;334;3;500000;14362;Asia
04220000;Japan;;11135;;263;;1239;9633;217;88;2;116725;923;Asia
04220000;Chile;;10832;+325;147;+8;4969;5716;392;567;8;122357;6401;SouthAmerica
04220000;S. Korea;;10683;+9;237;+1;8213;2233;55;208;5;571014;11138;Asia
04220000;Ecuador;;10398;+270;520;+13;1207;8671;137;589;29;33389;1892;SouthAmerica
04220000;Poland;;9856;+263;401;+21;1297;8158;160;260;11;224355;5928;Europe
04220000;Pakistan;;9565;+673;201;+25;2073;7291;46;43;0.9;111806;506;Asia
04220000;Romania;;9242;+306;498;+20;2153;6591;245;480;26;101552;5279;Europe
04220000;Singapore;;9125;+1111;11;;839;8275;23;1560;2;94796;16203;Asia
04220000;Mexico;;8772;+511;712;+26;2627;5433;378;68;6;49570;384;NorthAmerica
04220000;UAE;;7755;+490;46;+3;1443;6266;1;784;5;790000;79875;Asia
04220000;Denmark;;7695;+180;370;+6;4700;2625;81;1329;64;100543;17358;Europe
04220000;Norway;;7191;+35;182;+1;32;6977;58;1326;34;145279;26798;Europe
04220000;Indonesia;;7135;+375;616;+26;842;5677;;26;2;50370;184;Asia
04220000;Czechia;;6961;+61;201;+7;1753;5007;75;650;19;178617;16679;Europe
04220000;Serbia;;6890;+260;130;+5;977;5783;101;789;15;45355;5191;Europe
04220000;Belarus;;6723;+459;55;+4;577;6091;92;711;6;108545;11487;Europe
