date;country;empty;totalC;newC;totalD;newD;totalR;activeC;serious;1MpopC;1MpopD;totalT;tests1M;continent
04170000;USA;;674829;+26826;34475;+2032;57256;583098;13369;2039;104;3386069;10230;NorthAmerica
04170000;Spain;;182816;+2157;19130;+318;74797;88889;7371;3910;409;930230;19896;Europe
04170000;Italy;;168941;+3786;22170;+525;40164;106607;2936;2794;367;1178403;19490;Europe
04170000;France;;165027;+17164;17920;+753;32812;114295;6248;2528;275;333807;5114;Europe
04170000;Germany;;136569;+1816;3943;+139;77000;55626;4288;1630;47;1728357;20629;Europe
04170000;UK;;103093;+4617;13729;+861;N/A;89020;1559;1519;202;417649;6152;Europe
04170000;Iran;;77995;+1606;4869;+92;52229;20897;3594;929;58;310340;3695;Asia
04170000;Turkey;;74193;+4801;1643;+125;7089;65461;1854;880;19;518143;6144;Asia
04170000;Belgium;;34809;+1236;4857;+417;7562;22390;1182;3003;419;134303;11588;Europe
04170000;Brazil;;30425;+1815;1924;+167;14026;14475;6634;143;9;62985;296;SouthAmerica
04170000;Canada;;29929;+1550;1191;+181;9674;19064;557;793;32;467736;12393;NorthAmerica
04170000;Netherlands;;29214;+1061;3315;+181;250;25649;1279;1705;193;147948;8634;Europe
04170000;Russia;;27938;+3448;232;+34;2304;25402;8;191;2;1613413;11056;Europe
04170000;Switzerland;;26732;+396;1281;+42;15900;9551;386;3089;148;206400;23849;Europe
04170000;Portugal;;18841;+750;629;+30;493;17719;229;1848;62;208314;20430;Europe
04170000;Austria;;14476;+126;410;+17;8986;5080;238;1607;46;162816;18078;Europe
04170000;Ireland;;13271;+724;486;+42;77;12708;156;2688;98;90646;18358;Europe
04170000;India;;12759;+389;423;+1;1514;10822;;9;0.3;302956;220;Asia
04170000;Israel;;12758;+257;142;+12;2818;9798;181;1474;16;187250;21634;Asia
04170000;Sweden;;12540;+613;1333;+130;550;10657;522;1242;132;74600;7387;Europe
04170000;Peru;;12491;+1016;274;+20;6120;6097;169;379;8;121468;3684;SouthAmerica
04170000;S. Korea;;10613;+22;229;+4;7757;2627;55;207;4;538775;10509;Asia
