date;country;empty;totalC;newC;totalD;newD;totalR;activeC;serious;1MpopC;1MpopD;totalT;tests1M;continent
04240600;USA;;886709;+267;50243;+7;85922;750544;14997;2679;152;4774828;14425;NorthAmerica
04240600;Spain;;213024;;22157;;89250;101617;7705;4556;474;930230;19896;Europe
04240600;Italy;;189973;;25549;;57576;106848;2267;3142;423;1579909;26131;Europe
04240600;France;;158183;;21856;;42088;94239;5053;2423;335;463662;7103;Europe
04240600;Germany;;153129;;5575;;103300;44254;2908;1828;67;2072669;24738;Europe
04240600;UK;;138078;;18738;;N/A;118996;1559;2034;276;583496;8595;Europe
04240600;Turkey;;101790;;2491;;18491;80808;1816;1207;30;791906;9390;Asia
04240600;Iran;;87026;;5481;;64843;16702;3105;1036;65;389507;4637;Asia
04240600;Russia;;62773;;555;;4891;57327;2300;430;4;2401616;16457;Europe
04240600;Brazil;;50036;+544;3331;+18;26573;20132;8318;235;16;291922;1373;SouthAmerica
04240600;Belgium;;42797;;6490;;9800;26507;993;3693;560;179666;15502;Europe
04240600;Canada;;42110;;2147;;14761;25202;557;1116;57;620101;16430;NorthAmerica
04240600;Netherlands;;35729;;4177;;N/A;31302;1008;2085;244;187000;10913;Europe
04240600;Switzerland;;28496;;1549;;20600;6347;386;3293;179;227554;26293;Europe
04240600;India;;23077;+38;721;;5012;17344;;17;0.5;500542;363;Asia
04240600;Portugal;;22353;;820;;1201;20332;204;2192;80;300525;29473;Europe
04240600;Peru;;20914;;572;;7422;12920;396;634;17;185238;5618;SouthAmerica
04240600;Ireland;;17607;;794;;9233;7580;147;3566;161;111584;22598;Europe
04240600;Sweden;;16755;;2021;;550;14184;533;1659;200;94500;9357;Europe
04240600;Austria;;15002;;522;;11694;2786;169;1666;58;205835;22854;Europe
04240600;Israel;;14803;;192;;5611;9000;139;1710;22;240303;27763;Asia
04240600;Saudi Arabia;;13930;;121;;1925;11884;93;400;3;200000;5745;Asia
04240600;Japan;;12368;;328;;1494;10546;259;98;3;135983;1075;Asia
04240600;Chile;;11812;;168;;5804;5840;411;618;9;135147;7070;SouthAmerica
04240600;Mexico;;11633;+1089;1069;+99;2627;7937;378;90;8;49570;384;NorthAmerica
04240600;Ecuador;;11183;;560;;1328;9295;141;634;32;34840;1975;SouthAmerica
04240600;Singapore;;11178;;12;;924;10242;26;1911;2;94796;16203;Asia
04240600;Pakistan;;11155;+98;237;+2;2527;8391;60;50;1;131365;595;Asia
04240600;S. Korea;;10708;+6;240;;8501;1967;55;209;5;589520;11499;Asia
04240600;Poland;;10511;;454;;1740;8317;160;278;12;250719;6625;Europe
04240600;Romania;;10096;;545;;2478;7073;236;525;28;113336;5891;Europe
04240600;UAE;;8756;;56;;1637;7063;1;885;6;790000;79875;Asia
04240600;Denmark;;8073;;394;;5384;2295;74;1394;68;116621;20134;Europe
04240600;Belarus;;8022;;60;;938;7024;92;849;6;122543;12968;Europe
04240600;Indonesia;;7775;;647;;960;6168;;28;2;59935;219;Asia
04240600;Qatar;;7764;;10;;750;7004;72;2695;3;73457;25497;Asia
04240600;Norway;;7401;;194;;32;7175;50;1365;36;152095;28055;Europe
04240600;Serbia;;7276;;139;;1063;6074;96;833;16;51324;5874;Europe
04240600;Czechia;;7187;;210;;2152;4825;76;671;20;195725;18277;Europe
04240600;Ukraine;;7170;;187;;504;6479;45;164;4;72296;1653;Europe
04240600;Philippines;;6981;;462;;722;5797;1;64;4;72346;660;Asia
04240600;Australia;;6667;;75;;5045;1547;45;261;3;466659;18300;Australia/Oceania
04240600;Malaysia;;5603;;95;;3542;1966;42;173;3;117406;3627;Asia
04240600;Dominican Republic;;5543;;265;;581;4697;135;511;24;18261;1683;NorthAmerica
04240600;Panama;;5166;+174;146;+2;271;4749;86;1197;34;23534;5454;NorthAmerica
04240600;Colombia;;4561;;215;;927;3419;98;90;4;71500;1405;SouthAmerica
04240600;Finland;;4284;;172;;2000;2112;60;773;31;71000;12814;Europe
04240600;Bangladesh;;4186;;127;;108;3951;1;25;0.8;36090;219;Asia
04240600;South Africa;;3953;;75;;1473;2405;36;67;1;143570;2421;Africa
04240600;Egypt;;3891;;287;;1004;2600;;38;3;90000;879;Africa
04240600;Luxembourg;;3665;;83;;728;2854;27;5855;133;36891;58933;Europe
04240600;Morocco;;3568;;155;;456;2957;1;97;4;21947;595;Africa
04240600;Argentina;;3435;;165;;919;2351;123;76;4;41786;925;SouthAmerica
04240600;Algeria;;3007;;407;;1355;1245;40;69;9;6500;148;Africa
04240600;Moldova;;2926;;80;;661;2185;212;725;20;11763;2916;Europe
04240600;Thailand;;2839;;50;;2430;359;61;41;0.7;142589;2043;Asia
04240600;Greece;;2463;;125;;577;1761;52;236;12;59241;5684;Europe
04240600;Kuwait;;2399;;14;;498;1887;55;562;3;;;Asia
04240600;Kazakhstan;;2289;;20;;560;1709;29;122;1;153492;8175;Asia
04240600;Hungary;;2284;;239;;390;1655;61;236;25;55390;5734;Europe
04240600;Bahrain;;2217;;8;;1082;1127;2;1303;5;100031;58787;Asia
04240600;Croatia;;1981;;50;;883;1048;19;483;12;28853;7028;Europe
04240600;Iceland;;1789;;10;;1509;270;5;5243;29;45093;132143;Europe
04240600;Uzbekistan;;1758;;7;;561;1190;8;53;0.2;210000;6274;Asia
04240600;Oman;;1716;;9;;307;1400;3;336;2;;;Asia
04240600;Iraq;;1677;;83;;1171;423;;42;2;64882;1613;Asia
04240600;Estonia;;1592;;45;;192;1355;7;1200;34;45181;34059;Europe
04240600;Azerbaijan;;1548;;20;;948;580;14;153;2;108221;10674;Asia
04240600;Armenia;;1523;;24;;659;840;10;514;8;15960;5386;Asia
04240600;New Zealand;;1456;+5;17;+1;1095;344;1;302;4;108238;22446;Australia/Oceania
04240600;Bosnia and Herzegovina;;1413;;54;;485;874;4;431;16;21432;6533;Europe
04240600;Lithuania;;1398;;40;;399;959;17;514;15;83591;30706;Europe
04240600;Slovenia;;1366;;79;;211;1076;23;657;38;45703;21984;Europe
04240600;Cameroon;;1334;;43;;668;623;33;50;2;;;Africa
04240600;Slovakia;;1325;;15;;288;1022;9;243;3;57421;10517;Europe
04240600;North Macedonia;;1300;;56;;301;943;14;624;27;13649;6551;Europe
04240600;Afghanistan;;1279;;42;;179;1058;7;33;1;6422;165;Asia
