date;country;empty;totalC;newC;totalD;newD;totalR;activeC;serious;1MpopC;1MpopD;totalT;tests1M;continent
04201500;USA;;764265;;40565;;71012;652688;13566;2309;123;3861596;11666;NorthAmerica
04201500;Spain;;200210;+1536;20852;+399;80587;98771;7371;4282;446;930230;19896;Europe
04201500;Italy;;178972;;23660;;47055;108257;2635;2960;391;1356541;22436;Europe
04201500;France;;152894;;19718;;36578;96598;5744;2342;302;463662;7103;Europe
04201500;Germany;;145743;+1;4642;;91500;49601;2889;1740;55;1728357;20629;Europe
04201500;UK;;120067;;16060;;N/A;103663;1559;1769;237;482063;7101;Europe
04201500;Turkey;;86306;;2017;;11976;72313;1922;1023;24;634277;7521;Asia
04201500;Iran;;83505;+1294;5209;+91;59273;19023;3389;994;62;353012;4203;Asia
04201500;Russia;;47121;+4268;405;+44;3446;43270;8;323;3;2050000;14047;Europe
04201500;Belgium;;39983;+1487;5828;+145;8895;25260;1071;3450;503;161896;13969;Europe
04201500;Brazil;;39144;+490;2484;+22;22130;14530;6634;184;12;62985;296;SouthAmerica
04201500;Canada;;35056;;1587;;11843;21626;557;929;42;549349;14555;NorthAmerica
04201500;Netherlands;;33405;+750;3751;+67;250;29404;1176;1950;219;171415;10004;Europe
04201500;Switzerland;;27944;+204;1406;+13;17800;8738;386;3229;162;224442;25933;Europe
04201500;Portugal;;20863;+657;735;+21;610;19518;215;2046;72;235878;23133;Europe
04201500;India;;17615;;559;;2854;14202;;13;0.4;401586;291;Asia
04201500;Peru;;15628;;400;;6811;8417;167;474;12;143745;4360;SouthAmerica
04201500;Ireland;;15251;;610;;77;14564;294;3089;124;90646;18358;Europe
04201500;Austria;;14795;+46;470;+18;10631;3694;194;1643;52;182949;20313;Europe
04201500;Sweden;;14777;+392;1580;+40;550;12647;521;1463;156;74600;7387;Europe
04201500;Israel;;13654;+163;173;+1;3872;9609;150;1577;20;240303;27763;Asia
04201500;Japan;;10797;;236;;1159;9402;217;85;2;112816;892;Asia
04201500;S. Korea;;10674;+13;236;+2;8114;2324;55;208;5;563035;10982;Asia
04201500;Saudi Arabia;;10484;+1122;103;+6;1490;8891;97;301;3;180000;5170;Asia
04201500;Chile;;10088;;133;;4338;5617;360;528;7;113649;5945;SouthAmerica
04201500;Ecuador;;9468;;474;;1061;7933;124;537;27;31809;1803;SouthAmerica
04201500;Poland;;9453;+166;362;+2;1133;7958;160;250;10;214236;5661;Europe
04201500;Romania;;8936;+190;460;+9;2017;6459;261;465;24;98491;5120;Europe
04201500;Pakistan;;8418;+70;176;+8;1970;6272;46;38;0.8;104302;472;Asia
04201500;Mexico;;8261;+764;686;+36;2627;4948;207;64;5;49570;384;NorthAmerica
04201500;Singapore;;8014;+1426;11;;768;7235;22;1370;2;94796;16203;Asia
04201500;Denmark;;7515;+131;364;+9;4312;2839;84;1297;63;96244;16616;Europe
04201500;Norway;;7103;+25;165;;32;6906;58;1310;30;143255;26425;Europe
04201500;Czechia;;6787;+41;188;+2;1311;5288;84;634;18;172123;16073;Europe
04201500;UAE;;6781;;41;;1286;5454;1;686;4;767000;77550;Asia
04201500;Indonesia;;6760;+185;590;+8;747;5423;;25;2;43749;160;Asia
04201500;Australia;;6619;+7;71;;4258;2290;49;260;3;431734;16931;Australia/Oceania
04201500;Philippines;;6459;+200;428;+19;613;5418;1;59;4;59928;547;Asia
04201500;Serbia;;6318;;122;;753;5443;120;723;14;38701;4429;Europe
04201500;Qatar;;6015;+567;9;+1;555;5451;37;2088;3;64620;22429;Asia
04201500;Ukraine;;5710;+261;151;+10;359;5200;45;131;3;58093;1328;Europe
04201500;Malaysia;;5425;+36;89;;3295;2041;45;168;3;108216;3344;Asia
04201500;Belarus;;4779;;47;;494;4238;65;506;5;98231;10396;Europe
04201500;Dominican Republic;;4680;;226;;363;4091;114;431;21;15583;1436;NorthAmerica
04201500;Panama;;4467;+194;126;+6;165;4176;98;1035;29;19091;4425;NorthAmerica
04201500;Finland;;3868;+85;98;+4;1700;2070;67;698;18;59200;10685;Europe
04201500;Colombia;;3792;;179;;711;2902;98;75;4;62746;1233;SouthAmerica
04201500;Luxembourg;;3550;;73;;627;2850;31;5671;117;33666;53781;Europe
04201500;South Africa;;3158;;54;;903;2201;36;53;0.9;114711;1934;Africa
04201500;Egypt;;3144;;239;;732;2173;;31;2;55000;537;Africa
04201500;Morocco;;2990;+135;143;+2;340;2507;1;81;4;15736;426;Africa
04201500;Bangladesh;;2948;+492;101;+10;85;2762;1;18;0.6;26604;162;Asia
04201500;Argentina;;2941;;136;+2;737;2068;123;65;3;32712;724;SouthAmerica
04201500;Thailand;;2792;+27;47;;1999;746;61;40;0.7;142589;2043;Asia
04201500;Algeria;;2629;;375;;1047;1207;40;60;9;6500;148;Africa
04201500;Moldova;;2472;;68;+1;457;1947;212;613;17;11763;2916;Europe
04201500;Greece;;2235;;113;;269;1853;67;214;11;53290;5113;Europe
04201500;Kuwait;;1995;+80;9;+2;367;1619;39;467;2;;;Asia
04201500;Hungary;;1984;+68;199;+10;267;1518;60;205;21;48057;4975;Europe
04201500;Bahrain;;1895;+14;7;;769;1119;2;1114;4;89225;52437;Asia
04201500;Croatia;;1881;+10;47;;771;1063;18;458;11;26610;6482;Europe
04201500;Kazakhstan;;1775;+99;19;+2;428;1328;22;95;1;117949;6282;Asia
04201500;Iceland;;1771;;9;;1291;471;3;5190;26;41091;120416;Europe
04201500;Uzbekistan;;1582;+17;5;;261;1316;8;47;0.1;136000;4063;Asia
04201500;Iraq;;1539;;82;;1009;448;;38;2;56147;1396;Asia
