date;country;empty;totalC;newC;totalD;newD;totalR;activeC;serious;1MpopC;1MpopD;totalT;tests1M;continent
04210600;USA;;792913;+154;42517;+3;72389;678007;13951;2395;128;4027367;12167;NorthAmerica
04210600;Spain;;200210;;20852;;80587;98771;7371;4282;446;930230;19896;Europe
04210600;Italy;;181228;;24114;;48877;108237;2573;2997;399;1398024;23122;Europe
04210600;France;;155383;;20265;;37409;97709;5683;2380;310;463662;7103;Europe
04210600;Germany;;147065;;4862;;91500;50703;2889;1755;58;1728357;20629;Europe
04210600;UK;;124743;;16509;;N/A;107890;1559;1838;243;501379;7386;Europe
04210600;Turkey;;90980;;2140;;13430;75410;1909;1079;25;673980;7991;Asia
04210600;Iran;;83505;;5209;;59273;19023;3389;994;62;353012;4203;Asia
04210600;Russia;;47121;;405;;3446;43270;700;323;3;2053319;14070;Europe
04210600;Brazil;;40743;;2587;;22991;15165;8318;192;12;291922;1373;SouthAmerica
04210600;Belgium;;39983;;5828;;8895;25260;1071;3450;503;161896;13969;Europe
04210600;Canada;;36829;;1690;;12586;22553;557;976;45;559578;14826;NorthAmerica
04210600;Netherlands;;33405;;3751;;N/A;29404;1158;1950;219;171415;10004;Europe
04210600;Switzerland;;27944;;1429;;18600;7915;386;3229;165;224442;25933;Europe
04210600;Portugal;;20863;;735;;610;19518;215;2046;72;235878;23133;Europe
04210600;India;;18601;+62;592;;3273;14736;;13;0.4;401586;291;Asia
04210600;Peru;;16325;;445;;6968;8912;385;495;13;148011;4489;SouthAmerica
04210600;Ireland;;15652;;687;;77;14888;294;3170;139;90646;18358;Europe
04210600;Austria;;14795;;470;;10631;3694;194;1643;52;182949;20313;Europe
04210600;Sweden;;14777;;1580;;550;12647;521;1463;156;74600;7387;Europe
04210600;Israel;;13713;;177;;4049;9487;149;1584;20;240303;27763;Asia
04210600;Japan;;11135;;263;;1239;9633;217;88;2;116725;923;Asia
04210600;S. Korea;;10683;+9;237;+1;8213;2233;55;208;5;571014;11138;Asia
04210600;Chile;;10507;;139;;4676;5692;377;550;7;118827;6216;SouthAmerica
04210600;Saudi Arabia;;10484;;103;;1490;8891;88;301;3;180000;5170;Asia
04210600;Ecuador;;10128;;507;;1150;8471;124;574;29;32453;1839;SouthAmerica
04210600;Poland;;9593;;380;;1133;8080;160;253;10;214236;5661;Europe
04210600;Romania;;8936;;478;;2017;6441;261;465;25;98491;5120;Europe
