date;country;empty;totalC;newC;totalD;newD;totalR;activeC;serious;1MpopC;1MpopD;totalT;tests1M;continent
04220900;USA;;819175;+431;45343;+25;82973;690859;14016;2475;137;4190002;12659;NorthAmerica
04220900;Spain;;204178;;21282;;82514;100382;7705;4367;455;930230;19896;Europe
04220900;Italy;;183957;;24648;;51600;107709;2471;3043;408;1450150;23985;Europe
04220900;France;;158050;;20796;;39181;98073;5433;2421;319;463662;7103;Europe
04220900;Germany;;148453;;5086;;99400;43967;2908;1772;61;1728357;20629;Europe
04220900;UK;;129044;;17337;;N/A;111363;1559;1901;255;535342;7886;Europe
04220900;Turkey;;95591;;2259;;14918;78414;1865;1133;27;713409;8459;Asia
04220900;Iran;;84802;;5297;;60965;18540;3357;1010;63;365723;4354;Asia
04220900;Russia;;52763;;456;;3873;48434;700;362;3;2142604;14682;Europe
04220900;Brazil;;43368;+289;2761;+20;24325;16282;8318;204;13;291922;1373;SouthAmerica
04220900;Belgium;;40956;;5998;;9002;25956;1079;3534;518;167110;14419;Europe
04220900;Canada;;38422;;1834;;13188;23400;557;1018;49;569878;15099;NorthAmerica
04220900;Netherlands;;34134;;3916;;N/A;29968;1087;1992;229;171415;10004;Europe
04220900;Switzerland;;28063;;1478;;19400;7185;386;3243;171;227554;26293;Europe
04220900;Portugal;;21379;;762;;917;19700;213;2097;75;281907;27647;Europe
04220900;India;;20178;+98;645;;3976;15557;;15;0.5;462621;335;Asia
04220900;Peru;;17837;;484;;6982;10371;380;541;15;155724;4723;SouthAmerica
04220900;Ireland;;16040;;730;;9233;6077;315;3248;148;111584;22598;Europe
04220900;Sweden;;15322;;1765;;550;13007;515;1517;175;94500;9357;Europe
04220900;Austria;;14873;;491;;10971;3411;196;1651;55;189018;20987;Europe
04220900;Israel;;14326;+384;187;+3;4961;9178;148;1655;22;240303;27763;Asia
04220900;Saudi Arabia;;11631;;109;;1640;9882;81;334;3;200000;5745;Asia
04220900;Japan;;11512;;281;;1356;9875;232;91;2;124550;985;Asia
04220900;Chile;;10832;;147;;4969;5716;392;567;8;122357;6401;SouthAmerica
04220900;S. Korea;;10694;+11;238;+1;8277;2179;55;209;5;577959;11273;Asia
04220900;Ecuador;;10398;;520;;1207;8671;137;589;29;33389;1892;SouthAmerica
04220900;Poland;;9856;;401;;1297;8158;160;260;11;224355;5928;Europe
04220900;Pakistan;;9749;+184;209;+8;2156;7384;58;44;0.9;118020;534;Asia
04220900;Mexico;;9501;+729;857;+145;2627;6017;378;74;7;49570;384;NorthAmerica
04220900;Romania;;9242;;498;;2153;6591;245;480;26;101552;5279;Europe
04220900;Singapore;;9125;;11;;839;8275;23;1560;2;94796;16203;Asia
04220900;UAE;;7755;;46;;1443;6266;1;784;5;790000;79875;Asia
04220900;Denmark;;7695;;370;;4700;2625;81;1329;64;100543;17358;Europe
04220900;Norway;;7241;;182;;32;7027;58;1336;34;145279;26798;Europe
04220900;Indonesia;;7135;;616;;842;5677;;26;2;50370;184;Asia
04220900;Czechia;;7041;+8;201;;1753;5087;75;657;19;178617;16679;Europe
04220900;Serbia;;6890;;130;;977;5783;101;789;15;45355;5191;Europe
04220900;Belarus;;6723;;55;;577;6091;92;711;6;108545;11487;Europe
04220900;Australia;;6647;+2;74;+3;4920;1653;49;261;3;449226;17617;Australia/Oceania
04220900;Philippines;;6599;;437;;654;5508;1;60;4;64845;592;Asia
04220900;Ukraine;;6592;+467;174;+13;424;5994;45;151;4;61997;1418;Europe
04220900;Qatar;;6533;;9;;614;5910;37;2268;3;66725;23160;Asia
04220900;Malaysia;;5482;;92;;3349;2041;43;169;3;110109;3402;Asia
04220900;Dominican Republic;;5044;;245;;463;4336;126;465;23;16973;1565;NorthAmerica
04220900;Panama;;4821;+163;141;+5;231;4449;94;1117;33;21902;5076;NorthAmerica
04220900;Colombia;;4149;;196;;804;3149;98;82;4;68428;1345;SouthAmerica
04220900;Finland;;4014;;141;;2000;1873;63;724;25;61800;11154;Europe
04220900;Luxembourg;;3618;;78;;670;2870;32;5780;125;34962;55852;Europe
04220900;Egypt;;3490;;264;;870;2356;;34;3;55000;537;Africa
04220900;South Africa;;3465;;58;;1055;2352;36;58;1.0;126937;2140;Africa
04220900;Bangladesh;;3382;;110;;87;3185;1;21;0.7;29578;180;Asia
04220900;Morocco;;3209;;145;;393;2671;1;87;4;18100;490;Africa
04220900;Argentina;;3144;;151;;840;2153;123;70;3;36611;810;SouthAmerica
04220900;Thailand;;2826;+15;49;+1;2352;425;61;40;0.7;142589;2043;Asia
04220900;Algeria;;2811;;392;;1152;1267;40;64;9;6500;148;Africa
04220900;Moldova;;2614;;72;;505;2037;212;648;18;11763;2916;Europe
04220900;Greece;;2401;;121;;577;1703;59;230;12;55666;5341;Europe
04220900;Hungary;;2168;+70;225;+12;295;1648;82;224;23;52702;5455;Europe
04220900;Kuwait;;2080;;11;;412;1657;46;487;3;;;Asia
04220900;Kazakhstan;;2025;+30;19;;489;1517;32;108;1;139207;7414;Asia
04220900;Bahrain;;1973;;7;;784;1182;2;1160;4;94380;55466;Asia
04220900;Croatia;;1908;;48;;801;1059;18;465;12;26610;6482;Europe
04220900;Iceland;;1778;;10;;1417;351;5;5210;29;43831;128445;Europe
04220900;Uzbekistan;;1692;+14;6;;357;1329;8;51;0.2;150000;4482;Asia
04220900;Oman;;1614;+106;8;;238;1368;3;316;2;;;Asia
