date;country;empty;totalC;newC;totalD;newD;totalR;activeC;serious;1MpopC;1MpopD;totalT;tests1M;continent
04240300;USA;;880204;;49845;;85922;744437;14997;2659;151;4696704;14189;NorthAmerica
04240300;Spain;;213024;;22157;;89250;101617;7705;4556;474;930230;19896;Europe
04240300;Italy;;189973;;25549;;57576;106848;2267;3142;423;1579909;26131;Europe
04240300;France;;158183;;21856;;42088;94239;5053;2423;335;463662;7103;Europe
04240300;Germany;;153129;;5575;;103300;44254;2908;1828;67;2072669;24738;Europe
04240300;UK;;138078;;18738;;N/A;118996;1559;2034;276;583496;8595;Europe
04240300;Turkey;;101790;;2491;;18491;80808;1816;1207;30;791906;9390;Asia
04240300;Iran;;87026;;5481;;64843;16702;3105;1036;65;389507;4637;Asia
04240300;Russia;;62773;;555;;4891;57327;2300;430;4;2401616;16457;Europe
04240300;Brazil;;49492;;3313;;26573;19606;8318;233;16;291922;1373;SouthAmerica
04240300;Belgium;;42797;;6490;;9800;26507;993;3693;560;179666;15502;Europe
04240300;Canada;;42110;;2147;;14761;25202;557;1116;57;620101;16430;NorthAmerica
04240300;Netherlands;;35729;;4177;;N/A;31302;1008;2085;244;187000;10913;Europe
04240300;Switzerland;;28496;;1549;;20600;6347;386;3293;179;227554;26293;Europe
04240300;India;;23039;;721;;5012;17306;;17;0.5;500542;363;Asia
04240300;Portugal;;22353;;820;;1201;20332;204;2192;80;300525;29473;Europe
04240300;Peru;;20914;;572;;7422;12920;396;634;17;185238;5618;SouthAmerica
04240300;Ireland;;17607;;794;;9233;7580;147;3566;161;111584;22598;Europe
04240300;Sweden;;16755;;2021;;550;14184;533;1659;200;94500;9357;Europe
04240300;Austria;;15002;;522;;11694;2786;169;1666;58;205835;22854;Europe
04240300;Israel;;14803;;192;;5611;9000;139;1710;22;240303;27763;Asia
04240300;Saudi Arabia;;13930;;121;;1925;11884;93;400;3;200000;5745;Asia
04240300;Japan;;12368;;328;;1494;10546;259;98;3;135983;1075;Asia
04240300;Chile;;11812;;168;;5804;5840;411;618;9;135147;7070;SouthAmerica
04240300;Mexico;;11633;+1089;1069;+99;2627;7937;378;90;8;49570;384;NorthAmerica
04240300;Ecuador;;11183;;560;;1328;9295;141;634;32;34840;1975;SouthAmerica
04240300;Singapore;;11178;;12;;924;10242;26;1911;2;94796;16203;Asia
04240300;Pakistan;;11057;;235;;2337;8485;60;50;1;124549;564;Asia
04240300;S. Korea;;10702;;240;;8411;2051;55;209;5;583971;11390;Asia
04240300;Poland;;10511;;454;;1740;8317;160;278;12;250719;6625;Europe
04240300;Romania;;10096;;545;;2478;7073;236;525;28;113336;5891;Europe
04240300;UAE;;8756;;56;;1637;7063;1;885;6;790000;79875;Asia
04240300;Denmark;;8073;;394;;5384;2295;74;1394;68;116621;20134;Europe
04240300;Belarus;;8022;;60;;938;7024;92;849;6;122543;12968;Europe
04240300;Indonesia;;7775;;647;;960;6168;;28;2;59935;219;Asia
04240300;Qatar;;7764;;10;;750;7004;72;2695;3;73457;25497;Asia
04240300;Norway;;7401;;194;;32;7175;50;1365;36;152095;28055;Europe
04240300;Serbia;;7276;;139;;1063;6074;96;833;16;51324;5874;Europe
04240300;Czechia;;7187;;210;;2152;4825;76;671;20;195725;18277;Europe
04240300;Ukraine;;7170;;187;;504;6479;45;164;4;72296;1653;Europe
04240300;Philippines;;6981;;462;;722;5797;1;64;4;72346;660;Asia
04240300;Australia;;6667;;75;;5045;1547;45;261;3;466659;18300;Australia/Oceania
04240300;Malaysia;;5603;;95;;3542;1966;42;173;3;117406;3627;Asia
04240300;Dominican Republic;;5543;;265;;581;4697;135;511;24;18261;1683;NorthAmerica
04240300;Panama;;4992;;144;;255;4593;97;1157;33;22702;5261;NorthAmerica
04240300;Colombia;;4561;;215;;927;3419;98;90;4;71500;1405;SouthAmerica
04240300;Finland;;4284;;172;;2000;2112;60;773;31;71000;12814;Europe
04240300;Bangladesh;;4186;;127;;108;3951;1;25;0.8;36090;219;Asia
04240300;South Africa;;3953;;75;;1473;2405;36;67;1;143570;2421;Africa
04240300;Egypt;;3891;;287;;1004;2600;;38;3;90000;879;Africa
04240300;Luxembourg;;3665;;83;;728;2854;27;5855;133;36891;58933;Europe
04240300;Morocco;;3568;;155;;456;2957;1;97;4;21947;595;Africa
04240300;Argentina;;3435;;165;;919;2351;123;76;4;41786;925;SouthAmerica
04240300;Algeria;;3007;;407;;1355;1245;40;69;9;6500;148;Africa
04240300;Moldova;;2926;;80;;661;2185;212;725;20;11763;2916;Europe
04240300;Thailand;;2839;;50;;2430;359;61;41;0.7;142589;2043;Asia
04240300;Greece;;2463;;125;;577;1761;52;236;12;59241;5684;Europe
04240300;Kuwait;;2399;;14;;498;1887;55;562;3;;;Asia
04240300;Kazakhstan;;2289;;20;;560;1709;29;122;1;153492;8175;Asia
04240300;Hungary;;2284;;239;;390;1655;61;236;25;55390;5734;Europe
04240300;Bahrain;;2217;;8;;1082;1127;2;1303;5;100031;58787;Asia
04240300;Croatia;;1981;;50;;883;1048;19;483;12;28853;7028;Europe
04240300;Iceland;;1789;;10;;1509;270;5;5243;29;45093;132143;Europe
04240300;Uzbekistan;;1758;;7;;561;1190;8;53;0.2;210000;6274;Asia
04240300;Oman;;1716;;9;;307;1400;3;336;2;;;Asia
04240300;Iraq;;1677;;83;;1171;423;;42;2;64882;1613;Asia
04240300;Estonia;;1592;;45;;192;1355;7;1200;34;45181;34059;Europe
04240300;Azerbaijan;;1548;;20;;948;580;14;153;2;108221;10674;Asia
04240300;Armenia;;1523;;24;;659;840;10;514;8;15960;5386;Asia
04240300;New Zealand;;1451;;16;;1065;370;2;301;3;101277;21002;Australia/Oceania
04240300;Bosnia and Herzegovina;;1413;;54;;485;874;4;431;16;21432;6533;Europe
04240300;Lithuania;;1398;;40;;399;959;17;514;15;83591;30706;Europe
04240300;Slovenia;;1366;;79;;211;1076;23;657;38;45703;21984;Europe
04240300;Cameroon;;1334;;43;;668;623;33;50;2;;;Africa
04240300;Slovakia;;1325;;15;;288;1022;9;243;3;57421;10517;Europe
04240300;North Macedonia;;1300;;56;;301;943;14;624;27;13649;6551;Europe
04240300;Afghanistan;;1279;;42;;179;1058;7;33;1;6422;165;Asia
04240300;Cuba;;1235;;43;;365;827;14;109;4;34243;3023;NorthAmerica
04240300;Ghana;;1154;;9;;99;1046;4;37;0.3;68591;2207;Africa
04240300;Bulgaria;;1097;;52;;190;855;37;158;7;27000;3886;Europe
04240300;Hong Kong;;1036;;4;;699;333;9;138;0.5;131786;17579;Asia
04240300;Ivory Coast;;1004;;14;;359;631;;38;0.5;;;Africa
04240300;Djibouti;;986;;2;;252;732;;998;2;10619;10748;Africa
04240300;Nigeria;;981;;31;;197;753;2;5;0.2;8003;39;Africa
04240300;Tunisia;;918;;38;;190;690;32;78;3;19411;1642;Africa
04240300;Guinea;;862;;6;;170;686;;66;0.5;;;Africa
04240300;Cyprus;;795;;13;;98;684;15;658;11;40745;33747;Asia
04240300;Latvia;;778;;11;;133;634;6;412;6;41041;21759;Europe
04240300;Andorra;;723;;37;;333;353;17;9357;479;1673;21653;Europe
04240300;Lebanon;;688;;22;;140;526;46;101;3;24210;3547;Asia
04240300;Costa Rica;;686;;6;;196;484;8;135;1;12073;2370;NorthAmerica
04240300;Bolivia;;672;;40;;44;588;3;58;3;4420;379;SouthAmerica
04240300;Niger;;671;;24;;256;391;;28;1.0;4832;200;Africa
04240300;Albania;;663;;27;;385;251;4;230;9;6509;2262;Europe
04240300;Kyrgyzstan;;631;;8;;302;321;11;97;1;39615;6072;Asia
04240300;Burkina Faso;;616;;41;;410;165;;29;2;;;Africa
04240300;Uruguay;;557;+8;12;;354;191;10;160;3;15142;4359;SouthAmerica
04240300;Channel Islands;;521;;29;;295;197;;2997;167;3320;19095;Europe
04240300;Honduras;;519;;47;;31;441;10;52;5;2535;256;NorthAmerica
04240300;San Marino;;501;;40;;63;398;3;14765;1179;1929;56851;Europe
04240300;Palestine;;480;;4;;92;384;;94;0.8;27000;5293;Asia
04240300;Senegal;;479;;6;;257;216;1;29;0.4;466;28;Africa
04240300;Malta;;445;;3;;204;238;2;1008;7;26811;60721;Europe
