date;country;empty;totalC;newC;totalD;newD;totalR;activeC;serious;1MpopC;1MpopD;totalT;tests1M;continent
04130000;USA;;557235;+24356;21956;+1379;31976;503303;11766;1683;66;2823684;8531;NorthAmerica
04130000;Spain;;166127;+3100;17113;+507;62391;86623;7371;3553;366;355000;7593;Europe
04130000;Italy;;156363;+4092;19899;+431;34211;102253;3343;2586;329;1010193;16708;Europe
04130000;France;;132591;+2937;14393;+561;27186;91012;6845;2031;221;333807;5114;Europe
04130000;Germany;;127574;+2122;3011;+140;60300;64263;4895;1523;36;1317887;15730;Europe
04130000;UK;;84279;+5288;10612;+737;344;73323;1559;1241;156;352974;5200;Europe
04130000;Iran;;71686;+1657;4474;+117;43894;23318;3930;853;53;263388;3136;Asia
04130000;Turkey;;56956;+4789;1198;+97;3446;52312;1665;675;14;376100;4459;Asia
04130000;Belgium;;29647;+1629;3600;+254;6463;19584;1223;2558;311;102151;8814;Europe
04130000;Netherlands;;25587;+1174;2737;+94;250;22600;1384;1493;160;101534;5926;Europe
04130000;Switzerland;;25415;+308;1106;+70;12700;11609;386;2937;128;193800;22393;Europe
04130000;Canada;;24292;+974;713;+60;7106;16473;557;644;19;401552;10639;NorthAmerica
04130000;Brazil;;22169;+1207;1223;+83;173;20773;296;104;6;62985;296;SouthAmerica
04130000;Portugal;;16585;+598;504;+34;277;15804;228;1627;49;163616;16046;Europe
04130000;Russia;;15770;+2186;130;+24;1291;14349;8;108;0.9;1200000;8223;Europe
04130000;Austria;;13945;+139;350;+13;6987;6608;243;1548;39;144877;16086;Europe
04130000;Israel;;11145;+402;103;+2;1627;9415;183;1288;12;117339;13557;Asia
04130000;S. Korea;;10512;+32;214;+3;7368;2930;55;205;4;514621;10038;Asia
04130000;Sweden;;10483;+332;899;+12;381;9203;839;1038;89;54700;5416;Europe
04130000;Ireland;;9655;+727;334;+14;25;9296;194;1955;68;53000;10734;Europe
04130000;India;;9205;+759;331;+43;1080;7794;;7;0.2;189111;137;Asia
04130000;Peru;;7519;+671;193;+12;1798;5528;134;228;6;76506;2320;SouthAmerica
04130000;Ecuador;;7466;+209;333;+18;501;6632;184;423;19;23635;1340;SouthAmerica
04130000;Chile;;7213;+286;80;+7;2059;5074;387;377;4;82271;4304;SouthAmerica
04130000;Japan;;6748;;108;;762;5878;117;53;0.9;68771;544;Asia
04130000;Poland;;6674;+318;232;+24;439;6003;160;176;6;138007;3646;Europe
04130000;Norway;;6485;+76;128;+9;32;6325;59;1196;24;126486;23332;Europe
04130000;Australia;;6313;+10;59;+3;3338;2916;81;248;2;353941;13880;Australia/Oceania
04130000;Romania;;6300;+310;316;+25;852;5132;204;327;16;62328;3240;Europe
04130000;Denmark;;6174;+178;273;+13;2123;3778;104;1066;47;70125;12107;Europe
04130000;Czechia;;5952;+50;138;+9;464;5350;87;556;13;125126;11684;Europe
04130000;Pakistan;;5230;+219;91;+5;1028;4111;37;24;0.4;61801;280;Asia
04130000;Malaysia;;4683;+153;76;+3;2108;2499;66;145;2;71897;2221;Asia
04130000;Philippines;;4648;+220;297;+50;197;4154;1;42;3;33814;309;Asia
04130000;Saudi Arabia;;4462;+429;59;+7;761;3642;67;128;2;115585;3320;Asia
04130000;Indonesia;;4241;+399;373;+46;359;3509;;16;1;27075;99;Asia
04130000;Mexico;;4219;+375;273;+40;1772;2174;89;33;2;35479;275;NorthAmerica
04130000;UAE;;4123;+387;22;+2;680;3421;1;417;2;648195;65538;Asia
04130000;Serbia;;3630;+250;80;+6;400;3150;146;415;9;18312;2096;Europe
04130000;Luxembourg;;3281;+11;66;+4;500;2715;30;5241;105;29165;46591;Europe
04130000;Panama;;3234;;79;;23;3132;104;750;18;14588;3381;NorthAmerica
04130000;Qatar;;2979;+251;7;+1;275;2697;37;1034;2;49102;17043;Asia
04130000;Finland;;2974;+69;56;+7;300;2618;80;537;10;45019;8125;Europe
04130000;Dominican Republic;;2967;+208;173;+38;131;2663;147;274;16;9275;855;NorthAmerica
04130000;Ukraine;;2777;+266;83;+10;89;2605;45;63;2;30314;693;Europe
04130000;Colombia;;2709;;100;;214;2395;92;53;2;40603;798;SouthAmerica
04130000;Belarus;;2578;+352;26;+3;203;2349;50;273;3;64000;6773;Europe
04130000;Thailand;;2551;+33;38;+3;1218;1295;61;37;0.5;71860;1030;Asia
04130000;Singapore;;2532;+233;8;;560;1964;31;433;1;72680;12423;Asia
04130000;South Africa;;2173;+145;25;;410;1738;7;37;0.4;80085;1350;Africa
04130000;Argentina;;2142;;90;+1;468;1584;83;47;2;19758;437;SouthAmerica
04130000;Greece;;2114;+33;98;+5;269;1747;76;203;9;42261;4055;Europe
04130000;Egypt;;2065;+126;159;+13;589;1317;;20;2;25000;244;Africa
04130000;Algeria;;1914;+89;293;+18;591;1030;60;44;7;3359;77;Africa
04130000;Iceland;;1701;+12;8;;889;804;10;4985;23;35253;103308;Europe
04130000;Moldova;;1662;+102;31;+1;94;1537;80;412;8;6271;1555;Europe
04130000;Morocco;;1661;+116;118;+7;177;1366;1;45;3;8473;230;Africa
04130000;Croatia;;1600;+66;23;+2;373;1204;34;390;6;16381;3990;Europe
04130000;Hungary;;1410;+100;99;+14;118;1193;58;146;10;33532;3471;Europe
04130000;Iraq;;1352;+34;76;+4;640;636;;34;2;35415;880;Asia
04130000;New Zealand;;1330;+18;4;;471;855;5;276;0.8;61167;12684;Australia/Oceania
04130000;Estonia;;1309;+5;25;+1;98;1186;11;987;19;30349;22878;Europe
04130000;Kuwait;;1234;+80;1;;142;1091;29;289;0.2;;;Asia
04130000;Slovenia;;1205;+17;53;+3;150;1002;35;580;25;34851;16764;Europe
04130000;Bahrain;;1136;+96;6;;558;572;4;668;4;63973;37596;Asia
04130000;Azerbaijan;;1098;+40;11;;250;837;27;108;1;66677;6576;Asia
04130000;Lithuania;;1053;+27;23;;97;933;14;387;8;40712;14955;Europe
04130000;Armenia;;1013;+46;13;;197;803;30;342;4;7164;2418;Asia
