date;country;empty;totalC;newC;totalD;newD;totalR;activeC;serious;1MpopC;1MpopD;totalT;tests1M;continent
04180300;USA;;709735;;37154;;60510;612071;13509;2144;112;3572257;10792;NorthAmerica
04180300;Spain;;190839;;20002;;74797;96040;7371;4082;428;930230;19896;Europe
04180300;Italy;;172434;;22745;;42727;106962;2812;2852;376;1244108;20577;Europe
04180300;France;;147969;;18681;;34420;94868;6027;2267;286;463662;7103;Europe
04180300;Germany;;141397;;4352;;83114;53931;5013;1688;52;1728357;20629;Europe
04180300;UK;;108692;;14576;;N/A;93772;1559;1601;215;438991;6467;Europe
04180300;Iran;;79494;;4958;;54064;20472;3563;946;59;319879;3808;Asia
04180300;Turkey;;78546;;1769;;8631;68146;1845;931;21;558413;6621;Asia
04180300;Belgium;;36138;;5163;;7961;23014;1140;3118;445;139387;12027;Europe
04180300;Brazil;;34221;+539;2171;+30;14026;18024;6634;161;10;62985;296;SouthAmerica
04180300;Russia;;32008;;273;;2590;29145;8;219;2;1718019;11773;Europe
04180300;Canada;;31927;;1310;;10543;20074;557;846;35;507701;13452;NorthAmerica
04180300;Netherlands;;30449;;3459;;250;26740;1279;1777;202;154911;9041;Europe
04180300;Switzerland;;27078;;1327;;16400;9351;386;3129;153;206400;23849;Europe
04180300;Portugal;;19022;;657;;519;17846;222;1866;64;234207;22969;Europe
04180300;Austria;;14595;;431;;9704;4460;227;1621;48;169272;18795;Europe
04180300;India;;14352;;486;;2041;11825;;10;0.4;335123;243;Asia
04180300;Ireland;;13980;;530;;77;13373;156;2831;107;90646;18358;Europe
04180300;Peru;;13489;;300;;6541;6648;137;409;9;127513;3867;SouthAmerica
04180300;Sweden;;13216;;1400;;550;11266;482;1309;139;74600;7387;Europe
04180300;Israel;;12982;;151;;3126;9705;168;1500;17;187250;21634;Asia
04180300;S. Korea;;10635;;230;;7829;2576;55;207;4;546463;10659;Asia
04180300;Japan;;9787;;190;;935;8662;193;77;2;100703;796;Asia
04180300;Chile;;9252;;116;;3621;5515;384;484;6;103873;5434;SouthAmerica
04180300;Ecuador;;8450;;421;;838;7191;168;479;24;27868;1580;SouthAmerica
04180300;Poland;;8379;;332;;866;7181;160;221;9;179654;4747;Europe
04180300;Romania;;8067;;411;;1508;6148;258;419;21;85805;4460;Europe
04180300;Saudi Arabia;;7142;;87;;1049;6006;74;205;2;150000;4309;Asia
04180300;Denmark;;7073;;336;;3389;3348;93;1221;58;87024;15024;Europe
04180300;Pakistan;;7025;;135;;1765;5125;46;32;0.6;84704;383;Asia
04180300;Norway;;6937;;161;;32;6744;63;1280;30;136236;25130;Europe
04180300;Mexico;;6875;+578;546;+60;2125;4204;207;53;4;40091;311;NorthAmerica
04180300;Czechia;;6549;;173;;1174;5202;82;612;16;154307;14409;Europe
04180300;Australia;;6533;;65;;3821;2647;60;256;3;391530;15354;Australia/Oceania
04180300;UAE;;6302;;37;;1188;5077;1;637;4;767000;77550;Asia
04180300;Indonesia;;5923;;520;;607;4796;;22;2;37134;136;Asia
04180300;Philippines;;5878;;387;;487;5004;1;54;4;48171;440;Asia
04180300;Serbia;;5690;;110;;534;5046;120;651;13;32566;3727;Europe
