date;country;empty;totalC;newC;totalD;newD;totalR;activeC;serious;1MpopC;1MpopD;totalT;tests1M;continent
04131500;USA;;560433;+133;22115;+10;32634;505684;11766;1693;67;2833112;8559;NorthAmerica
04131500;Spain;;169496;+2665;17489;+280;64727;87280;7371;3625;374;600000;12833;Europe
04131500;Italy;;156363;;19899;;34211;102253;3343;2586;329;1010193;16708;Europe
04131500;France;;132591;;14393;;27186;91012;6845;2031;221;333807;5114;Europe
04131500;Germany;;127854;;3022;;64300;60532;4895;1526;36;1317887;15730;Europe
04131500;UK;;84279;;10612;;N/A;73323;1559;1241;156;352974;5200;Europe
04131500;Iran;;73303;+1617;4585;+111;45983;22735;3877;873;55;275427;3279;Asia
04131500;Turkey;;56956;;1198;;3446;52312;1665;675;14;376100;4459;Asia
04131500;Belgium;;30589;+942;3903;+303;6707;19979;1234;2639;337;102151;8814;Europe
04131500;Netherlands;;26551;+964;2823;+86;250;23478;1384;1550;165;115992;6769;Europe
04131500;Switzerland;;25503;+88;1117;+11;12700;11686;386;2947;129;193800;22393;Europe
04131500;Canada;;24383;;717;;7172;16494;557;646;19;422200;11186;NorthAmerica
04131500;Brazil;;22318;+126;1241;+18;173;20904;296;105;6;62985;296;SouthAmerica
04131500;Russia;;18328;+2558;148;+18;1470;16710;8;126;1;1300000;8908;Europe
04131500;Portugal;;16934;+349;535;+31;277;16122;188;1661;52;163616;16046;Europe
04131500;Austria;;13998;+53;368;+18;7343;6287;239;1554;41;148412;16479;Europe
04131500;Israel;;11235;+90;110;+7;1689;9436;181;1298;13;117339;13557;Asia
04131500;Sweden;;10948;+465;919;+20;381;9648;859;1084;91;54700;5416;Europe
04131500;S. Korea;;10537;+25;217;+3;7447;2873;55;206;4;514621;10038;Asia
04131500;Ireland;;9655;;334;;25;9296;194;1955;68;72000;14581;Europe
04131500;India;;9240;+35;331;;1096;7813;;7;0.2;189111;137;Asia
04131500;Peru;;7519;;193;;1798;5528;134;228;6;76506;2320;SouthAmerica
04131500;Ecuador;;7466;;333;;501;6632;184;423;19;23635;1340;SouthAmerica
04131500;Japan;;7370;;123;;784;6463;129;58;1.0;77381;612;Asia
04131500;Chile;;7213;;80;;2059;5074;387;377;4;82271;4304;SouthAmerica
04131500;Poland;;6674;;232;;439;6003;160;176;6;138007;3646;Europe
04131500;Romania;;6633;+333;318;+2;914;5401;231;345;17;67204;3493;Europe
04131500;Norway;;6525;;128;;32;6365;59;1204;24;127305;23483;Europe
04131500;Australia;;6359;+46;61;+2;3494;2804;79;249;2;362136;14201;Australia/Oceania
04131500;Denmark;;6318;+144;285;+12;2235;3798;100;1091;49;72099;12448;Europe
04131500;Czechia;;5991;;139;+1;467;5385;87;559;13;128359;11986;Europe
04131500;Pakistan;;5374;+144;93;+2;1095;4186;44;24;0.4;65114;295;Asia
04131500;Saudi Arabia;;4934;+472;65;+6;805;4064;67;142;2;115585;3320;Asia
04131500;Philippines;;4932;+284;315;+18;242;4375;1;45;3;33814;309;Asia
04131500;Malaysia;;4817;+134;77;+1;2276;2464;66;149;2;81730;2525;Asia
04131500;Mexico;;4661;+442;296;+23;1843;2522;185;36;2;36594;284;NorthAmerica
04131500;Indonesia;;4557;+316;399;+26;380;3778;;17;1;27075;99;Asia
04131500;UAE;;4123;;22;;680;3421;1;417;2;648195;65538;Asia
04131500;Serbia;;3630;;80;;400;3150;146;415;9;18312;2096;Europe
04131500;Panama;;3400;;87;;29;3284;106;788;20;15147;3511;NorthAmerica
04131500;Luxembourg;;3281;;66;;500;2715;30;5241;105;29165;46591;Europe
04131500;Qatar;;3231;+252;7;;334;2890;37;1121;2;50828;17642;Asia
04131500;Ukraine;;3102;+325;93;+10;97;2912;45;71;2;30314;693;Europe
04131500;Finland;;3064;+90;59;+3;300;2705;74;553;11;46000;8302;Europe
04131500;Dominican Republic;;2967;;173;;131;2663;147;274;16;9275;855;NorthAmerica
04131500;Belarus;;2919;+341;29;+3;203;2687;55;309;3;68000;7196;Europe
04131500;Colombia;;2776;;109;;270;2397;92;55;2;41765;821;SouthAmerica
04131500;Thailand;;2579;+28;40;+2;1288;1251;61;37;0.6;71860;1030;Asia
04131500;Singapore;;2532;;8;;560;1964;31;433;1;72680;12423;Asia
04131500;Argentina;;2208;+66;95;+5;468;1645;83;49;2;19758;437;SouthAmerica
04131500;South Africa;;2173;;25;;410;1738;7;37;0.4;80085;1350;Africa
04131500;Greece;;2114;;98;;269;1747;76;203;9;42261;4055;Europe
04131500;Egypt;;2065;;159;;589;1317;;20;2;25000;244;Africa
04131500;Algeria;;1914;;293;;591;1030;60;44;7;3359;77;Africa
04131500;Morocco;;1746;+85;120;+2;196;1430;1;47;3;8952;243;Africa
04131500;Iceland;;1701;;8;;889;804;10;4985;23;35253;103308;Europe
04131500;Moldova;;1662;;35;+4;107;1520;80;412;9;6271;1555;Europe
04131500;Croatia;;1650;+50;25;+2;400;1225;34;402;6;17790;4333;Europe
04131500;Hungary;;1458;+48;109;+10;120;1229;58;151;11;34819;3604;Europe
04131500;Iraq;;1352;;76;;640;636;;34;2;35415;880;Asia
04131500;New Zealand;;1349;+19;5;+1;546;798;4;280;1;62827;13029;Australia/Oceania
04131500;Bahrain;;1348;+212;6;;591;751;4;792;4;65768;38651;Asia
04131500;Estonia;;1332;+23;27;+2;102;1203;9;1004;20;30764;23191;Europe
04131500;Kuwait;;1300;+66;2;+1;150;1148;26;304;0.5;;;Asia
04131500;Slovenia;;1212;+7;55;+2;152;1005;34;583;26;35405;17030;Europe
04131500;Azerbaijan;;1098;;11;;250;837;27;108;1;66677;6576;Asia
04131500;Lithuania;;1062;+9;24;+1;101;937;14;390;9;41503;15246;Europe
04131500;Armenia;;1039;+26;14;+1;211;814;30;351;5;7631;2575;Asia
04131500;Bosnia and Herzegovina;;1030;+21;39;;206;785;4;314;12;11612;3539;Europe
04131500;Hong Kong;;1010;+5;4;;397;609;13;135;0.5;96709;12900;Asia
04131500;Kazakhstan;;979;+28;12;+2;110;857;21;52;0.6;69304;3691;Asia
04131500;Uzbekistan;;896;+31;4;;70;822;8;27;0.1;70000;2091;Asia
04131500;North Macedonia;;854;+26;38;+4;44;772;15;410;18;8552;4105;Europe
04131500;Cameroon;;820;;12;;98;710;;31;0.5;;;Africa
04131500;Bangladesh;;803;+182;39;+5;42;722;1;5;0.2;11223;68;Asia
04131500;Slovakia;;769;+27;2;;107;660;5;141;0.4;28750;5266;Europe
04131500;Oman;;727;+128;4;;124;599;3;142;0.8;;;Asia
04131500;Tunisia;;707;;31;;43;633;89;60;3;11238;951;Africa
04131500;Bulgaria;;676;+1;31;+2;71;574;36;97;4;18502;2663;Europe
04131500;Cuba;;669;;18;;92;559;11;59;2;15057;1329;NorthAmerica
04131500;Afghanistan;;665;+58;21;+3;32;612;;17;0.5;;;Asia
04131500;Latvia;;655;+4;5;;16;634;2;347;3;28776;15256;Europe
04131500;Andorra;;638;;29;;128;481;17;8257;375;1673;21653;Europe
04131500;Cyprus;;633;;11;;65;557;8;524;9;17923;14845;Asia
04131500;Lebanon;;632;+2;20;;80;532;34;93;3;15408;2257;Asia
04131500;Costa Rica;;595;;3;;56;536;14;117;0.6;6762;1327;NorthAmerica
04131500;Ivory Coast;;574;;5;;85;484;;22;0.2;;;Africa
04131500;Ghana;;566;;8;;4;554;2;18;0.3;37954;1221;Africa
04131500;Niger;;529;;12;;75;442;;22;0.5;4353;180;Africa
04131500;Burkina Faso;;497;;27;;161;309;;24;1;;;Africa
04131500;Uruguay;;480;;8;+1;231;241;15;138;2;8774;2526;SouthAmerica
